P,E,T
928,169,2
928,169,2
929,169,2
929,169,2
929,169,2
929,169,2
930,169,2
930,169,2
930,169,2
930,169,2
930,170,2
930,169,2
930,169,2
930,169,2
930,169,2
931,173,0
931,174,5
931,168,5
931,168,5
931,169,0
931,169,5
931,169,2
931,169,2
931,169,2
931,169,0
931,169,5
931,169,5
931,169,2
931,169,2
931,169,2
931,169,0
931,169,5
931,169,2
931,169,2
931,169,2
931,169,0
931,169,5
931,169,5
931,169,2
931,169,2
931,169,2
931,170,2
932,173,0
932,169,0
932,169,5
932,169,2
932,169,0
932,169,5
932,169,2
932,169,0
932,169,5
932,169,2
932,169,0
932,169,5
932,169,2
933,173,0
933,169,0
933,169,5
933,169,2
933,169,0
933,169,5
933,169,2
933,169,0
933,169,5
933,169,2
933,169,0
933,169,5
933,169,2
934,173,0
934,169,0
934,169,5
934,169,2
934,169,0
934,169,5
934,169,2
934,169,0
934,169,5
934,169,2
934,169,0
934,169,5
934,169,2
935,173,0
935,169,0
935,169,5
935,169,2
935,169,0
935,169,5
935,169,2
935,169,0
935,169,5
935,169,2
935,169,0
935,169,5
935,169,2
936,173,0
936,169,0
936,169,5
936,169,2
936,169,0
936,169,5
936,169,2
936,169,0
936,169,5
936,169,2
936,169,0
936,169,5
936,169,2
937,173,0
937,169,0
937,169,5
937,169,2
937,169,0
937,169,5
937,169,2
937,169,0
937,169,5
937,169,2
937,169,0
937,169,5
937,169,2
938,173,0
938,169,0
938,169,5
938,169,2
938,169,0
938,169,5
938,169,2
938,169,0
938,169,5
938,169,2
938,169,0
938,169,5
938,169,2
939,169,5
939,169,5
939,170,5
939,170,5
939,175,2
940,170,2
941,169,2
941,169,2
941,169,2
941,169,2
941,170,2
942,169,2
942,169,2
942,169,2
942,169,2
942,170,2
943,169,5
943,169,2
943,169,5
943,169,2
943,169,5
943,169,2
943,169,5
943,169,2
943,170,5
943,170,2
943,170,5
943,170,5
943,170,2
943,170,5
943,170,5
943,170,5
943,170,2
943,170,2
943,170,2
943,175,5
944,171,2
944,171,2
944,172,2
944,172,2
945,171,2
945,171,2
945,172,2
945,172,2
946,169,0
946,169,0
947,169,0
947,169,0
948,176,0
948,176,3
948,176,4
948,176,0
948,176,3
948,176,4
948,176,0
948,176,3
948,176,4
948,176,0
948,176,3
948,176,4
949,176,0
949,176,3
949,176,4
949,176,0
949,176,3
949,176,4
949,176,0
949,176,3
949,176,4
949,176,0
949,176,3
949,176,4
950,176,0
950,176,0
951,176,0
951,176,0
952,176,0
952,176,0
952,176,3
952,176,3
952,176,4
952,176,0
952,176,3
952,176,3
952,176,4
952,176,0
952,176,0
952,176,3
952,176,3
952,176,4
952,176,0
952,176,3
952,176,3
952,176,4
953,176,0
953,176,3
953,176,4
953,176,0
953,176,3
953,176,4
953,176,0
953,176,3
953,176,4
953,176,0
953,176,3
953,176,4
954,176,0
954,176,3
954,176,4
954,176,0
954,176,3
954,176,4
954,176,0
954,176,3
954,176,4
954,176,0
954,176,3
954,176,4
955,176,0
955,176,3
955,176,4
955,176,0
955,176,3
955,176,4
955,176,0
955,176,3
955,176,4
955,176,0
955,176,3
955,176,4
956,176,0
956,176,3
956,176,4
956,176,0
956,176,3
956,176,4
956,176,0
956,176,3
956,176,4
956,176,0
956,176,3
956,176,4
957,176,0
957,176,0
958,176,0
958,176,0
959,176,0
959,176,0
960,176,0
960,176,0
960,176,4
960,176,0
960,176,0
960,176,4
960,176,0
960,176,3
960,176,3
960,176,0
960,176,3
960,176,3
961,176,0
961,176,3
961,176,3
961,176,0
961,176,3
961,176,3
962,176,3
962,176,3
963,176,3
963,176,3
964,176,3
964,176,3
965,176,3
965,176,3
966,176,0
966,176,0
966,176,3
966,176,3
966,176,1
966,176,5
966,176,4
966,176,4
966,176,2
966,176,2
966,176,0
966,176,0
966,176,3
966,176,3
966,176,1
966,176,5
966,176,4
966,176,4
966,176,2
966,176,2
966,176,0
966,176,0
966,176,3
966,176,3
966,176,1
966,176,5
966,176,4
966,176,4
966,176,2
966,176,2
966,176,0
966,176,0
966,176,3
966,176,3
966,176,1
966,176,5
966,176,4
966,176,4
966,176,2
966,176,2
966,177,3
966,176,0
966,176,3
966,176,1
966,176,5
966,176,4
966,176,2
966,176,0
966,176,3
966,176,1
966,176,5
966,176,4
966,176,2
966,176,0
966,176,3
966,176,1
966,176,5
966,176,4
966,176,2
966,176,0
966,176,3
966,176,1
966,176,5
966,176,4
966,176,2
967,178,2
968,178,2
969,178,2
969,179,2
970,178,2
971,178,2
972,178,2
973,178,2
974,178,1
974,180,2
974,180,2
975,178,2
975,180,2
975,180,2
975,180,2
976,178,2
976,180,2
976,180,2
976,180,2
976,178,1
976,178,1
976,179,1
976,180,2
976,180,2
976,180,2
976,180,2
976,178,2
976,180,2
976,180,2
976,180,2
977,178,1
977,181,1
977,181,1
977,179,3
977,179,1
977,180,3
977,180,4
977,180,2
977,180,4
977,180,2
977,180,3
977,180,4
977,180,2
977,178,1
977,180,2
977,180,2
978,178,2
979,178,2
980,178,2
981,178,2
981,178,2
982,182,1
982,182,1
983,182,1
983,182,1
984,182,1
984,182,1
985,183,1
985,183,1
985,182,1
985,182,2
985,182,1
985,182,2
986,183,1
986,183,1
986,182,1
986,182,2
986,182,1
986,182,2
987,182,1
987,182,1
988,182,1
988,182,1
989,182,1
989,182,1
989,182,1
989,182,1
990,182,1
990,182,1
991,182,1
991,182,1
992,182,1
992,182,1
992,182,1
992,182,1
993,182,1
993,182,1
994,182,1
994,182,1
995,182,1
995,182,1
996,182,1
996,182,1
997,182,1
997,182,1
998,184,1
998,184,1
999,182,1
999,182,1
1000,182,3
1000,182,1
1000,182,1
1000,182,3
1000,182,1
1000,182,1
1001,182,2
1001,182,2
1002,182,2
1002,182,2
1003,182,1
1003,182,4
1003,182,4
1003,182,4
1003,182,2
1003,182,2
1003,182,2
1003,182,1
1003,182,4
1003,182,4
1003,182,4
1003,182,2
1003,182,2
1003,182,2
1003,180,0
1003,182,3
1003,182,4
1003,182,2
1003,182,3
1003,182,4
1003,182,2
1004,182,4
1004,182,2
1004,182,4
1004,182,2
1005,182,4
1005,182,2
1005,182,4
1005,182,2
1006,182,4
1006,182,2
1006,182,4
1006,182,2
1007,182,4
1007,182,2
1007,182,4
1007,182,2
1008,185,2
1009,185,2
1010,185,2
1011,185,2
1011,185,2
1011,185,2
1011,185,2
1011,185,2
1012,185,2
1012,185,2
1013,182,1
1013,182,1
1013,185,2
1013,185,2
1013,185,2
1013,185,2
1013,185,2
1014,185,2
1014,185,2
1015,185,2
1015,185,2
1016,185,2
1016,185,2
1017,185,2
1017,185,2
1017,185,2
1017,185,2
1017,185,2
1017,185,2
1018,185,2
1018,185,2
1019,185,2
1019,185,2
1020,185,2
1020,185,2
1020,185,2
1020,185,2
1021,185,2
1022,185,2
1023,185,2
1024,185,2
1025,178,2
1026,178,2
1027,186,3
1027,186,4
1027,187,3
1027,187,3
1027,188,3
1027,189,4
1027,190,4
1027,190,4
1028,186,3
1028,186,4
1028,187,3
1028,187,3
1028,187,3
1028,187,3
1028,188,3
1028,188,4
1028,189,4
1028,190,4
1028,190,4
1028,190,4
1028,190,4
1029,186,1
1029,187,0
1029,187,3
1029,187,0
1029,187,3
1029,188,3
1029,191,1
1029,191,1
1030,186,3
1030,186,3
1030,186,3
1030,186,1
1030,186,1
1030,186,1
1030,186,5
1030,186,5
1030,186,4
1030,186,4
1030,186,4
1030,186,2
1030,186,2
1030,186,2
1030,187,3
1030,187,3
1030,187,1
1030,187,4
1030,187,3
1030,187,3
1030,187,1
1030,187,4
1030,188,3
1030,188,3
1030,188,3
1030,188,3
1030,188,1
1030,192,3
1030,192,3
1030,192,4
1030,192,2
1030,191,1
1030,191,4
1030,189,4
1030,190,3
1030,190,3
1031,186,3
1031,186,1
1031,186,5
1031,186,4
1031,186,2
1031,187,3
1031,187,3
1031,188,3
1031,188,1
1031,192,3
1031,191,1
1031,191,4
1032,186,3
1032,186,3
1032,186,1
1032,186,1
1032,186,5
1032,186,5
1032,186,4
1032,186,4
1032,186,2
1032,186,2
1032,187,3
1032,187,3
1032,188,3
1032,188,1
1032,192,3
1032,192,3
1032,192,1
1032,191,1
1032,191,4
1032,186,3
1032,186,1
1032,186,5
1032,186,4
1032,186,2
1032,192,0
1032,191,1
1033,186,3
1033,186,1
1033,186,5
1033,186,4
1033,186,2
1033,192,0
1033,191,1
1034,186,3
1034,186,1
1034,186,5
1034,187,3
1034,187,3
1034,186,3
1034,186,1
1034,186,5
1034,186,4
1034,186,2
1034,192,0
1034,191,1
1035,186,3
1035,186,3
1035,186,1
1035,186,1
1035,186,5
1035,187,3
1035,187,1
1035,187,3
1035,187,1
1035,190,1
1035,190,1
1036,186,3
1036,186,1
1036,187,1
1036,187,1
1036,190,1
1036,190,1
1037,190,0
1037,190,0
1038,186,1
1038,187,0
1038,187,0
1038,188,3
1038,188,5
1038,192,1
1038,192,5
1038,192,2
1038,191,0
1039,186,1
1039,187,0
1039,187,0
1039,188,3
1039,188,5
1039,192,1
1039,192,5
1039,192,2
1039,191,0
1040,193,3
1041,193,3
1041,193,3
1041,193,3
1042,193,3
1042,193,3
1043,193,3
1043,193,3
1043,193,3
1043,193,4
1043,193,3
1044,193,3
1045,193,3
1046,194,3
1046,195,3
1046,193,4
1046,193,3
1046,193,4
1047,193,4
1047,193,4
1047,193,4
1047,193,4
1047,193,4
1047,193,4
1047,193,4
1047,193,3
1047,193,4
1047,193,4
1047,193,4
1048,195,3
1048,196,3
1048,197,3
1049,198,3
1050,199,3
1051,200,3
1051,201,3
1051,201,3
1052,194,3
1052,200,3
1052,200,4
1052,201,3
1052,201,4
1052,201,3
1052,201,4
1052,200,3
1052,201,3
1052,201,3
1053,194,3
1053,200,3
1053,200,4
1053,201,3
1053,201,4
1053,201,3
1053,201,4
1054,193,2
1054,193,2
1054,199,3
1055,199,3
1056,193,2
1057,193,2
1058,193,2
1059,202,3
1059,202,3
1059,202,3
1060,203,4
1061,204,5
1061,204,5
1061,204,5
1061,203,5
1061,203,5
1061,204,5
1061,204,5
1061,203,5
1061,203,5
1061,203,5
1061,203,5
1061,204,5
1061,204,5
1061,204,5
1061,203,5
1061,203,5
1062,203,5
1063,203,5
1063,203,5
1064,203,5
1065,203,5
1065,203,5
1066,203,5
1066,203,5
1067,203,5
1068,203,5
1068,203,5
1069,204,5
1069,204,4
1069,204,5
1069,204,4
1069,203,5
1069,203,5
1070,204,5
1070,204,5
1070,204,5
1070,203,5
1070,203,5
1071,203,5
1072,203,5
1072,203,5
1073,205,5
1073,203,3
1073,203,3
1073,203,5
1073,203,5
1073,203,2
1073,203,2
1074,205,5
1074,203,3
1074,203,3
1074,203,5
1074,203,5
1074,203,2
1074,203,2
1074,203,3
1074,203,5
1074,203,5
1074,203,2
1074,203,2
1075,203,3
1075,203,5
1075,203,5
1075,203,2
1075,203,2
1076,203,3
1076,203,5
1076,203,5
1076,203,2
1076,203,2
1077,203,3
1077,203,5
1077,203,5
1077,203,2
1077,203,2
1078,203,5
1078,203,5
1079,203,5
1079,203,5
1080,204,5
1080,204,5
1080,203,5
1080,203,5
1080,203,5
1080,203,5
1081,204,5
1081,204,5
1081,203,5
1081,203,5
1082,206,5
1083,206,5
1084,204,3
1084,204,1
1084,204,5
1084,204,2
1084,204,3
1084,204,1
1084,204,5
1084,204,2
1084,204,3
1084,204,5
1084,204,2
1084,205,5
1084,204,3
1084,204,5
1084,204,3
1084,204,5
1084,204,5
1084,204,2
1085,204,3
1085,204,1
1085,204,5
1085,204,2
1085,204,3
1085,204,1
1085,204,5
1085,204,2
1085,204,3
1085,204,5
1085,204,2
1086,205,5
1086,204,3
1086,204,5
1086,204,2
1086,204,3
1086,204,5
1086,204,2
1086,204,3
1086,204,5
1086,204,2
1087,205,5
1087,204,3
1087,204,5
1087,204,2
1087,204,3
1087,204,5
1087,204,2
1087,204,3
1087,204,5
1087,204,2
1088,205,5
1088,205,5
1088,205,5
1088,205,5
1088,205,5
1088,204,3
1088,204,3
1088,204,3
1088,204,5
1088,204,5
1088,204,5
1088,204,2
1088,204,2
1088,204,2
1088,204,3
1088,204,3
1088,204,3
1088,204,5
1088,204,5
1088,204,5
1088,204,2
1088,204,2
1088,204,2
1088,204,3
1088,204,3
1088,204,5
1088,204,5
1088,204,5
1088,204,2
1088,204,2
1088,204,2
1089,207,0
1090,207,0
1091,207,0
1092,208,3
1093,208,3
1094,208,3
1095,208,3
1096,208,1
1097,208,1
1098,208,3
1098,208,1
1098,208,2
1099,208,1
1100,208,3
1101,208,3
1102,208,2
1103,209,3
1104,210,4
1105,211,2
1105,211,2
1106,211,2
1106,211,2
1106,211,2
1107,211,2
1108,211,2
1109,211,2
1110,211,2
1111,211,2
1111,211,2
1112,211,2
1113,211,2
1114,211,2
1115,211,2
1115,211,2
1116,211,2
1116,211,2
1117,211,2
1117,211,2
1118,212,1
1119,212,2
1120,212,2
1121,212,2
1122,213,1
1123,213,1
1124,213,1
1125,212,1
1126,212,1
1126,212,1
1127,212,1
1128,212,1
1129,212,1
1130,212,1
1131,212,1
1132,212,1
1133,214,3
1133,214,3
1134,214,3
1134,214,3
1135,214,3
1135,214,3
1135,214,3
1135,214,3
1136,214,3
1136,214,3
1136,214,3
1136,214,3
1137,214,3
1137,214,3
1138,214,3
1138,214,3
1139,214,3
1139,214,3
1139,214,3
1139,214,3
1140,214,3
1140,214,3
1140,214,3
1140,214,3
1141,214,3
1141,214,3
1142,214,3
1142,214,3
1143,214,3
1143,214,3
1144,214,3
1144,214,3
1144,214,3
1144,214,3
1145,214,4
1145,214,4
1146,214,4
1146,214,4
1146,214,4
1146,214,4
1147,214,4
1147,214,4
1148,214,4
1149,214,4
1150,214,4
1151,215,3
1151,215,3
1151,215,3
1151,215,5
1151,215,5
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,3
1151,215,3
1151,215,3
1151,215,5
1151,215,5
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1151,216,4
1151,216,4
1151,216,4
1151,216,4
1151,215,4
1151,215,4
1151,215,4
1151,215,4
1152,215,4
1152,215,4
1152,215,4
1152,215,4
1152,215,4
1152,215,4
1152,215,4
1152,215,4
1152,216,4
1152,216,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,215,4
1153,216,4
1153,216,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,215,4
1154,217,4
1154,217,4
1154,217,4
1154,217,4
1155,218,4
1155,218,4
1155,215,4
1155,215,4
1155,215,4
1155,215,4
1156,215,3
1156,215,3
1156,215,4
1156,215,4
1156,215,4
1156,215,4
1156,215,3
1156,215,3
1156,215,4
1156,215,4
1156,215,4
1156,215,4
1157,215,3
1157,215,3
1157,215,4
1157,215,4
1157,215,4
1157,215,4
1157,215,3
1157,215,3
1157,215,4
1157,215,4
1157,215,4
1157,215,4
1157,215,3
1157,215,3
1157,215,4
1157,215,4
1157,215,4
1157,215,4
1157,215,3
1157,215,3
1157,215,4
1157,215,4
1157,215,4
1157,215,4
1158,215,3
1158,215,3
1158,215,4
1158,215,4
1158,215,4
1158,215,4
1158,215,3
1158,215,3
1158,215,4
1158,215,4
1158,215,4
1158,215,4
1159,215,4
1159,215,4
1159,215,4
1159,215,4
1159,215,4
1159,215,4
1159,215,4
1159,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1160,215,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1161,219,4
1161,219,4
1161,219,4
1161,219,4
1161,215,4
1161,215,4
1161,215,4
1161,215,4
1162,215,4
1162,215,4
1162,215,4
1162,215,4
1163,220,4
1163,220,4
1164,220,4
1164,220,4
1165,220,4
1165,220,4
1166,221,5
1166,221,5
1167,221,5
1167,221,5
1167,221,5
1167,221,5
1168,222,4
1169,222,4
1170,221,4
1170,221,4
1171,221,4
1171,221,4
1172,221,4
1172,221,4
1173,221,4
1173,221,4
1174,221,4
1174,221,4
1175,223,5
1175,223,4
1176,223,5
1176,223,5
1176,223,5
1176,223,5
1176,223,5
1176,223,4
1176,223,4
1176,223,4
1176,223,5
1177,224,5
1177,224,4
1178,224,4
1179,224,4
1180,224,4
1181,223,4
1181,223,4
1182,225,2
1182,225,2
1182,225,2
1183,225,2
1183,225,2
1183,225,2
1184,225,2
1184,225,2
1184,225,2
1185,225,2
1185,225,2
1185,225,2
1186,225,2
1186,225,2
1186,225,2
1186,224,2
1186,226,4
1186,223,4
1186,223,4
1186,223,4
1187,224,2
1187,226,4
1187,223,4
1187,223,4
1187,223,4
1188,227,2
1189,227,2
1190,227,2
1190,227,3
1190,227,4
1190,227,2
1191,227,3
