P,E,T
191,41,1
191,41,1
191,50,1
191,42,1
191,42,1
191,46,0
191,47,0
191,48,0
191,49,0
191,49,1
191,52,0
191,53,0
191,54,0
191,55,1
191,58,1
192,36,0
192,36,3
192,36,1
192,36,2
192,36,0
192,36,3
192,36,1
192,36,5
192,36,2
192,37,0
192,37,3
192,37,1
192,37,2
192,37,0
192,37,3
192,37,1
192,37,5
192,37,2
192,43,1
192,44,1
192,45,1
192,45,1
192,45,1
192,45,1
192,38,1
192,38,5
192,39,0
192,39,1
192,39,1
192,39,5
192,39,0
192,39,1
192,39,1
192,39,5
192,40,0
192,40,1
192,41,0
192,41,1
192,41,1
192,50,1
192,42,1
192,42,1
192,49,1
193,51,4
193,51,4
193,36,0
193,36,3
193,36,1
193,36,2
193,36,0
193,36,3
193,36,1
193,36,5
193,36,2
193,37,0
193,37,3
193,37,1
193,37,2
193,37,0
193,37,3
193,37,1
193,37,5
193,37,2
193,43,0
193,43,3
193,43,1
193,43,2
193,44,0
193,44,3
193,44,1
193,44,2
193,45,1
193,45,0
193,45,3
193,45,1
193,45,1
193,45,0
193,45,3
193,45,1
193,38,1
193,39,0
193,39,1
193,39,1
193,39,0
193,39,1
193,39,1
193,40,0
193,40,1
193,41,0
193,41,1
193,41,1
193,50,1
193,42,1
193,42,1
193,46,0
193,47,0
193,48,0
193,49,0
193,49,1
193,52,0
193,53,0
193,54,0
193,36,0
193,36,0
193,37,0
193,37,0
193,43,0
193,44,0
193,45,0
193,45,0
193,45,0
193,45,0
193,38,0
193,39,0
193,39,0
193,39,0
193,39,0
193,40,0
193,41,0
193,49,0
194,36,0
194,36,0
194,37,0
194,37,0
194,43,0
194,44,0
194,45,0
194,45,0
194,45,0
194,45,0
194,38,0
194,39,0
194,39,0
194,39,0
194,39,0
194,40,0
194,41,0
194,49,0
195,36,0
195,36,0
195,37,0
195,37,0
195,43,0
195,44,0
195,45,0
195,45,0
195,45,0
195,45,0
195,38,0
195,39,0
195,39,0
195,39,0
195,39,0
195,40,0
195,41,0
195,49,0
196,51,4
196,51,4
196,36,0
196,36,3
196,36,1
196,36,2
196,36,3
196,36,1
196,36,5
196,36,2
196,37,0
196,37,3
196,37,1
196,37,2
196,37,3
196,37,1
196,37,5
196,37,2
196,43,1
196,43,5
196,44,1
196,44,5
196,45,3
196,45,1
196,45,5
196,45,3
196,45,1
196,45,5
196,38,3
196,38,1
196,38,5
196,39,3
196,39,1
196,39,1
196,39,5
196,39,3
196,39,1
196,39,1
196,39,5
196,40,1
196,41,1
196,41,1
196,50,1
196,42,1
196,42,1
196,49,1
196,49,5
196,36,0
196,36,0
196,37,0
196,37,0
196,43,0
196,44,0
196,45,0
196,45,0
196,45,0
196,45,0
196,38,0
196,39,0
196,39,0
196,39,0
196,39,0
196,40,0
196,41,0
196,49,0
197,51,4
197,51,4
197,51,4
197,51,4
197,36,0
197,36,0
197,36,3
197,36,3
197,36,1
197,36,1
197,36,2
197,36,2
197,36,3
197,36,3
197,36,1
197,36,1
197,36,5
197,36,5
197,36,2
197,36,2
197,37,0
197,37,0
197,37,3
197,37,3
197,37,1
197,37,1
197,37,2
197,37,2
197,37,3
197,37,3
197,37,1
197,37,1
197,37,5
197,37,5
197,37,2
197,37,2
197,43,1
197,43,1
197,43,5
197,44,1
197,44,1
197,44,5
197,45,3
197,45,1
197,45,5
197,45,3
197,45,1
197,45,5
197,38,3
197,38,1
197,38,1
197,38,5
197,38,5
197,39,0
197,39,3
197,39,1
197,39,1
197,39,1
197,39,1
197,39,5
197,39,5
197,39,0
197,39,3
197,39,1
197,39,1
197,39,1
197,39,1
197,39,5
197,39,5
197,40,0
197,40,1
197,40,1
197,41,0
197,41,1
197,41,1
197,41,1
197,41,1
197,50,1
197,50,1
197,42,1
197,42,1
197,42,1
197,42,1
197,49,1
197,49,1
197,49,5
197,49,2
197,55,1
197,55,1
197,58,1
198,51,4
198,51,4
198,36,0
198,36,3
198,36,1
198,36,2
198,36,3
198,36,1
198,36,5
198,36,2
198,37,0
198,37,3
198,37,1
198,37,2
198,37,3
198,37,1
198,37,5
198,37,2
198,43,1
198,44,1
198,38,1
198,38,5
198,39,0
198,39,1
198,39,1
198,39,5
198,39,0
198,39,1
198,39,1
198,39,5
198,40,0
198,40,1
198,41,0
198,41,1
198,41,1
198,50,1
198,42,1
198,42,1
198,49,1
198,49,2
198,55,1
198,55,1
198,58,1
198,51,4
198,51,4
198,36,0
198,36,3
198,36,1
198,36,2
198,36,0
198,36,3
198,36,1
198,36,5
198,36,2
198,37,0
198,37,3
198,37,1
198,37,2
198,37,0
198,37,3
198,37,1
198,37,5
198,37,2
198,43,0
198,43,3
198,43,1
198,43,5
198,44,0
198,44,3
198,44,1
198,44,5
198,38,0
198,38,3
198,38,1
198,38,5
198,38,2
198,39,0
198,39,0
198,39,3
198,39,3
198,39,1
198,39,1
198,39,5
198,39,5
198,39,2
198,39,2
198,39,0
198,39,0
198,39,3
198,39,3
198,39,1
198,39,1
198,39,5
198,39,5
198,39,2
198,39,2
198,40,0
198,40,3
198,40,1
198,40,5
198,40,2
198,41,0
198,41,3
198,41,1
198,41,1
198,41,5
198,41,5
198,41,2
198,50,1
198,50,5
198,42,1
198,42,1
198,42,5
198,46,1
198,46,1
198,49,0
198,49,3
198,49,1
198,49,5
198,49,2
198,59,2
198,59,2
198,60,5
199,51,4
199,51,4
199,61,1
199,61,1
199,62,1
199,62,1
199,63,1
199,36,0
199,36,3
199,36,1
199,36,2
199,36,0
199,36,3
199,36,1
199,36,5
199,36,2
199,37,0
199,37,3
199,37,1
199,37,2
199,37,0
199,37,3
199,37,1
199,37,5
199,37,2
199,43,0
199,43,1
199,44,0
199,44,1
199,45,1
199,45,5
199,45,0
199,45,3
199,45,1
199,45,5
199,45,2
199,45,1
199,45,5
199,45,0
199,45,3
199,45,1
199,45,5
199,45,2
199,41,1
199,41,5
199,41,2
199,50,1
199,50,5
199,50,2
199,42,1
199,42,5
199,42,2
199,42,1
199,42,5
199,42,2
199,46,1
199,46,0
199,46,1
199,46,1
199,46,0
199,46,1
199,46,2
199,46,0
199,46,1
199,47,0
199,47,1
199,47,2
199,48,0
199,48,1
199,48,2
199,49,0
199,49,3
199,49,1
199,49,5
199,49,2
199,52,0
199,53,0
199,54,0
199,64,1
199,55,1
199,58,1
199,65,4
199,65,4
199,66,4
200,51,4
200,51,4
200,51,4
200,51,4
200,61,1
200,61,1
200,61,1
200,62,1
200,62,1
200,62,1
200,62,1
200,63,1
200,63,1
200,36,0
200,36,0
200,36,3
200,36,3
200,36,1
200,36,1
200,36,2
200,36,2
200,36,0
200,36,0
200,36,3
200,36,3
200,36,1
200,36,1
200,36,5
200,36,5
200,36,2
200,36,2
200,37,0
200,37,0
200,37,3
200,37,3
200,37,1
200,37,1
200,37,2
200,37,2
200,37,0
200,37,0
200,37,3
200,37,3
200,37,1
200,37,1
200,37,5
200,37,5
200,37,2
200,37,2
200,43,0
200,43,0
200,43,1
200,43,1
200,44,0
200,44,0
200,44,1
200,44,1
200,45,0
200,45,1
200,45,1
200,45,5
200,45,0
200,45,0
200,45,3
200,45,3
200,45,1
200,45,1
200,45,5
200,45,5
200,45,2
200,45,2
200,45,0
200,45,1
200,45,1
200,45,5
200,45,0
200,45,0
200,45,3
200,45,3
200,45,1
200,45,1
200,45,5
200,45,5
200,45,2
200,45,2
200,41,1
200,41,5
200,41,2
200,50,1
200,50,5
200,50,2
200,42,1
200,42,1
200,42,5
200,42,2
200,42,2
200,42,1
200,42,5
200,42,2
200,46,0
200,46,1
200,46,1
200,46,0
200,46,0
200,46,1
200,46,1
200,46,2
200,46,0
200,46,1
200,46,1
200,46,0
200,46,0
200,46,1
200,46,1
200,46,5
200,46,2
200,46,0
200,46,0
200,46,1
200,46,1
200,46,2
200,47,0
200,47,0
200,47,1
200,47,1
200,47,5
200,47,2
200,48,0
200,48,0
200,48,1
200,48,1
200,48,5
200,48,2
200,49,0
200,49,0
200,49,3
200,49,3
200,49,1
200,49,1
200,49,5
200,49,5
200,49,2
200,49,2
200,52,0
200,52,0
200,53,0
200,53,0
200,54,0
200,54,0
200,64,1
200,64,1
200,55,1
200,55,1
200,55,1
200,58,1
200,58,1
200,65,4
200,65,4
200,56,4
200,56,4
200,66,4
201,51,4
201,51,4
201,61,1
201,62,1
201,62,1
201,63,1
201,36,0
201,36,3
201,36,1
201,36,2
201,36,0
201,36,3
201,36,1
201,36,5
201,36,2
201,37,0
201,37,3
201,37,1
201,37,2
201,37,0
201,37,3
201,37,1
201,37,5
201,37,2
201,43,0
201,43,1
201,44,0
201,44,1
201,45,0
201,45,1
201,45,0
201,45,3
201,45,1
201,45,5
201,45,2
201,45,0
201,45,1
201,45,0
201,45,3
201,45,1
201,45,5
201,45,2
201,42,1
201,42,2
201,46,0
201,46,1
201,46,0
201,46,1
201,46,2
201,46,0
201,46,1
201,46,0
201,46,1
201,46,5
201,46,0
201,46,1
201,46,2
201,47,0
201,47,1
201,47,5
201,48,0
201,48,1
201,48,5
201,49,0
201,49,3
201,49,1
201,49,5
201,49,2
201,52,0
201,53,0
201,54,0
201,64,1
201,55,1
201,55,1
201,58,1
201,56,4
201,56,4
202,51,4
202,51,4
202,61,1
202,62,1
202,62,1
202,63,1
202,36,0
202,36,3
202,36,1
202,36,2
202,36,0
202,36,3
202,36,1
202,36,5
202,36,2
202,37,0
202,37,3
202,37,1
202,37,2
202,37,0
202,37,3
202,37,1
202,37,5
202,37,2
202,43,0
202,43,1
202,44,0
202,44,1
202,45,0
202,45,1
202,45,0
202,45,3
202,45,1
202,45,5
202,45,2
202,45,0
202,45,1
202,45,0
202,45,3
202,45,1
202,45,5
202,45,2
202,42,1
202,42,2
202,46,0
202,46,1
202,46,0
202,46,1
202,46,2
202,46,0
202,46,1
202,46,0
202,46,1
202,46,5
202,46,0
202,46,1
202,46,2
202,47,0
202,47,1
202,47,5
202,48,0
202,48,1
202,48,5
202,49,0
202,49,3
202,49,1
202,49,5
202,49,2
202,52,0
202,53,0
202,54,0
202,64,1
202,55,1
202,55,1
202,58,1
202,56,4
202,56,4
203,51,4
203,51,4
203,51,4
203,51,4
203,61,1
203,62,1
203,62,1
203,63,1
203,36,0
203,36,3
203,36,3
203,36,1
203,36,1
203,36,2
203,36,2
203,36,0
203,36,3
203,36,3
203,36,1
203,36,1
203,36,5
203,36,5
203,36,2
203,36,2
203,37,0
203,37,3
203,37,3
203,37,1
203,37,1
203,37,2
203,37,2
203,37,0
203,37,3
203,37,3
203,37,1
203,37,1
203,37,5
203,37,5
203,37,2
203,37,2
203,43,0
203,43,1
203,43,1
203,44,0
203,44,1
203,44,1
203,45,0
203,45,1
203,45,1
203,45,0
203,45,3
203,45,1
203,45,1
203,45,5
203,45,5
203,45,2
203,45,0
203,45,1
203,45,1
203,45,0
203,45,3
203,45,1
203,45,1
203,45,5
203,45,5
203,45,2
203,38,1
203,38,5
203,38,2
203,39,1
203,39,5
203,39,2
203,39,1
203,39,5
203,39,2
203,42,1
203,42,2
203,46,0
203,46,1
203,46,1
203,46,0
203,46,1
203,46,1
203,46,5
203,46,2
203,46,0
203,46,1
203,46,1
203,46,0
203,46,1
203,46,1
203,46,5
203,46,5
203,46,0
203,46,1
203,46,1
203,46,5
203,46,2
203,47,0
203,47,1
203,47,1
203,47,5
203,47,5
203,48,0
203,48,1
203,48,1
203,48,5
203,48,5
203,49,0
203,49,0
203,49,3
203,49,3
203,49,1
203,49,1
203,49,5
203,49,5
203,49,2
203,49,2
203,52,0
203,53,0
203,54,0
203,64,1
203,64,1
203,55,1
203,55,1
203,58,1
203,56,4
203,56,4
204,51,4
204,51,4
204,36,3
204,36,1
204,36,2
204,36,3
204,36,1
204,36,5
204,36,2
204,37,3
204,37,1
204,37,2
204,37,3
204,37,1
204,37,5
204,37,2
204,43,1
204,44,1
204,45,1
204,45,1
204,45,5
204,45,1
204,45,1
204,45,5
204,38,1
204,38,5
204,38,2
204,39,1
204,39,5
204,39,2
204,39,1
204,39,5
204,39,2
204,46,1
204,46,1
204,46,5
204,46,1
204,46,1
204,46,5
204,46,1
204,46,5
204,47,1
204,47,5
204,48,1
204,48,5
204,49,0
204,49,3
204,49,1
204,49,5
204,49,2
204,64,1
205,51,4
205,51,4
205,61,1
205,62,1
205,62,1
205,63,1
205,36,3
205,36,1
205,36,1
205,36,2
205,36,2
205,36,3
205,36,1
205,36,5
205,37,3
205,37,1
205,37,1
205,37,2
205,37,2
205,37,3
205,37,1
205,37,5
205,45,1
205,45,1
205,45,1
205,45,1
205,38,1
205,38,1
205,38,5
205,38,2
205,39,0
205,39,1
205,39,1
205,39,1
205,39,1
205,39,5
205,39,2
205,39,2
205,39,2
205,39,0
205,39,1
205,39,1
205,39,1
205,39,1
205,39,5
205,39,2
205,39,2
205,39,2
205,40,0
205,40,1
205,40,1
205,40,2
205,40,2
205,41,0
205,41,1
205,41,1
205,41,1
205,41,2
205,41,2
205,50,1
205,42,1
205,46,1
205,46,1
205,46,1
205,46,0
205,46,0
205,46,1
205,46,1
205,46,5
205,46,1
205,47,0
205,47,0
205,47,1
205,47,1
205,47,5
205,48,0
205,48,0
205,48,1
205,48,1
205,48,5
205,49,0
205,49,0
205,49,3
205,49,3
205,49,1
205,49,1
205,49,5
205,49,2
205,49,2
205,52,0
205,52,0
205,53,0
205,53,0
205,54,0
205,54,0
205,64,1
205,55,1
205,58,1
205,56,4
205,56,4
205,36,1
205,37,1
205,38,1
205,39,0
205,39,1
205,39,1
205,39,0
205,39,1
205,39,1
205,40,0
205,40,1
205,41,0
205,41,1
205,41,1
205,50,1
205,42,1
205,42,1
205,49,0
205,49,3
205,49,1
205,49,5
205,52,0
205,53,0
205,54,0
205,51,4
205,51,4
205,36,3
205,36,1
205,36,2
205,36,3
205,36,1
205,36,5
205,36,2
205,37,3
205,37,1
205,37,2
205,37,3
205,37,1
205,37,5
205,37,2
205,43,1
205,44,1
205,45,1
205,45,1
205,45,5
205,45,1
205,45,1
205,45,5
205,38,1
205,38,5
205,38,2
205,39,1
205,39,5
205,39,2
205,39,1
205,39,5
205,39,2
205,46,1
205,46,1
205,46,5
205,46,1
205,46,1
205,46,5
205,46,1
205,46,5
205,47,1
205,47,5
205,48,1
205,48,5
205,49,0
205,49,3
205,49,1
205,49,5
205,49,2
205,64,1
205,36,0
205,36,3
205,36,0
205,37,0
205,37,3
205,37,0
205,43,0
205,44,0
205,38,0
205,38,1
205,38,2
205,39,0
205,39,0
205,39,1
205,39,1
205,39,5
205,39,2
205,39,0
205,39,0
205,39,1
205,39,1
205,39,5
205,39,2
205,40,0
205,40,1
205,40,5
205,41,0
205,41,1
205,41,1
205,41,5
205,41,5
205,50,1
205,50,5
205,42,0
205,42,1
205,42,5
205,42,1
205,42,5
205,46,0
205,46,1
205,46,0
205,46,1
205,49,0
205,49,3
205,49,1
205,49,2
205,52,0
205,53,0
205,54,0
205,51,4
205,51,4
205,36,0
205,36,3
205,36,1
205,36,1
205,37,0
205,37,3
205,37,1
205,37,1
205,43,0
205,44,0
205,45,1
205,45,1
205,38,0
205,38,1
205,39,0
205,39,0
205,39,1
205,39,1
205,39,2
205,39,0
205,39,0
205,39,1
205,39,1
205,39,2
205,40,0
205,40,1
205,40,2
205,41,0
205,41,1
205,41,1
205,41,5
205,41,2
205,50,1
205,50,5
205,42,1
205,42,1
205,42,5
205,46,0
205,46,1
205,47,0
205,47,1
205,48,0
205,48,1
205,49,0
205,49,3
205,49,1
205,49,5
205,49,2
205,52,0
205,53,0
205,54,0
205,64,1
206,36,0
206,36,3
206,36,0
206,37,0
206,37,3
206,37,0
206,43,0
206,44,0
206,38,0
206,38,1
206,38,2
206,39,0
206,39,0
206,39,1
206,39,1
206,39,5
206,39,2
206,39,0
206,39,0
206,39,1
206,39,1
206,39,5
206,39,2
206,40,0
206,40,1
206,40,5
206,41,0
206,41,1
206,41,1
206,41,5
206,41,5
206,50,1
206,50,5
206,42,0
206,42,1
206,42,5
206,42,1
206,42,5
206,46,0
206,46,1
206,46,0
206,46,1
206,49,0
206,49,3
206,49,1
206,49,2
206,52,0
206,53,0
206,54,0
207,36,0
207,36,3
207,36,0
207,37,0
207,37,3
207,37,0
207,43,0
207,44,0
207,38,0
207,38,1
207,38,2
207,39,0
207,39,0
207,39,1
207,39,1
207,39,5
207,39,2
207,39,0
207,39,0
207,39,1
207,39,1
207,39,5
207,39,2
207,40,0
207,40,1
207,40,5
207,41,0
207,41,1
207,41,1
207,41,5
207,41,5
207,50,1
207,50,5
207,42,0
207,42,1
207,42,5
207,42,1
207,42,5
207,46,0
207,46,1
207,46,0
207,46,1
207,49,0
207,49,3
207,49,1
207,49,2
207,52,0
207,53,0
207,54,0
208,36,0
208,36,3
208,36,0
208,37,0
208,37,3
208,37,0
208,43,0
208,44,0
208,38,0
208,38,1
208,38,2
208,39,0
208,39,0
208,39,1
208,39,1
208,39,5
208,39,2
208,39,0
208,39,0
208,39,1
208,39,1
208,39,5
208,39,2
208,40,0
208,40,1
208,40,5
208,41,0
208,41,1
208,41,1
208,41,5
208,41,5
208,50,1
208,50,5
208,42,0
208,42,1
208,42,5
208,42,1
208,42,5
208,46,0
208,46,1
208,46,0
208,46,1
208,49,0
208,49,3
208,49,1
208,49,2
208,52,0
208,53,0
208,54,0
209,36,1
209,36,2
209,36,1
209,37,1
209,37,2
209,37,1
209,45,1
209,45,1
209,45,1
209,45,1
209,38,1
209,39,0
209,39,1
209,39,1
209,39,2
209,39,0
209,39,1
209,39,1
209,39,2
209,40,0
209,40,1
209,40,2
209,41,0
209,41,1
209,41,1
209,41,2
209,50,1
209,42,1
209,42,1
209,46,1
209,46,1
209,49,0
209,49,1
209,49,2
209,36,0
209,36,3
209,36,3
209,37,0
209,37,3
209,37,3
209,45,0
209,45,0
209,45,0
209,45,0
209,39,0
209,39,3
209,39,0
209,39,3
209,40,0
209,40,3
209,41,0
209,41,3
209,41,3
209,50,3
209,42,3
209,42,3
209,46,3
209,46,0
209,46,3
209,46,3
209,47,0
209,47,3
209,48,0
209,48,3
209,49,0
209,49,3
210,36,0
210,36,3
210,36,3
210,37,0
210,37,3
210,37,3
210,45,0
210,45,0
210,45,0
210,45,0
210,39,0
210,39,3
210,39,0
210,39,3
210,40,0
210,40,3
210,41,0
210,41,3
210,41,3
210,50,3
210,42,3
210,42,3
210,46,3
210,46,0
210,46,3
210,46,3
210,47,0
210,47,3
210,48,0
210,48,3
210,49,0
210,49,3
211,36,3
211,36,1
211,36,2
211,36,1
211,36,2
211,37,3
211,37,1
211,37,2
211,37,1
211,37,2
211,45,1
211,45,1
211,45,2
211,45,1
211,45,1
211,45,2
211,38,1
211,39,1
211,39,1
211,39,2
211,39,1
211,39,1
211,39,2
211,40,1
211,40,2
211,41,3
211,41,1
211,41,1
211,41,5
211,41,2
211,41,2
211,50,3
211,50,1
211,50,5
211,50,2
211,42,3
211,42,1
211,42,2
211,42,3
211,42,1
211,42,5
211,42,2
211,46,3
211,46,1
211,46,0
211,46,1
211,46,2
211,46,3
211,46,1
211,47,0
211,47,1
211,47,2
211,48,0
211,48,1
211,48,2
211,49,3
211,49,1
211,49,2
211,60,1
212,36,3
212,36,1
212,36,2
212,36,1
212,37,3
212,37,1
212,37,2
212,37,1
212,43,0
212,43,1
212,44,0
212,44,1
212,45,1
212,45,1
212,45,2
212,45,1
212,45,1
212,45,2
212,38,1
212,38,2
212,39,0
212,39,1
212,39,1
212,39,2
212,39,2
212,39,0
212,39,1
212,39,1
212,39,2
212,39,2
212,40,0
212,40,1
212,40,2
212,41,0
212,41,1
212,41,1
212,41,5
212,41,2
212,41,2
212,50,1
212,50,5
212,50,2
212,42,3
212,42,1
212,42,5
212,42,2
212,42,1
212,42,5
212,42,2
212,46,3
212,46,1
212,46,2
212,46,0
212,46,1
212,46,2
212,46,3
212,46,1
212,46,2
212,47,0
212,47,1
212,47,2
212,48,0
212,48,1
212,48,2
212,49,3
212,49,1
213,51,4
213,36,0
213,36,3
213,36,1
213,36,0
213,36,1
213,37,0
213,37,3
213,37,1
213,37,0
213,37,1
213,43,1
213,44,1
213,45,1
213,45,1
213,45,1
213,45,1
213,38,3
213,38,1
213,39,0
213,39,3
213,39,3
213,39,1
213,39,1
213,39,0
213,39,3
213,39,3
213,39,1
213,39,1
213,40,0
213,40,3
213,40,1
213,41,0
213,41,3
213,41,3
213,41,1
213,41,1
213,50,3
213,50,1
213,42,0
213,42,3
213,42,1
213,42,3
213,42,1
213,46,1
213,46,0
213,46,3
213,46,1
213,46,1
213,46,0
213,46,1
213,46,0
213,46,3
213,46,1
213,47,0
213,47,1
213,48,0
213,48,1
214,51,4
214,51,4
214,36,0
214,36,3
214,36,1
214,36,2
214,36,0
214,36,3
214,36,1
214,36,5
214,36,2
214,37,0
214,37,3
214,37,1
214,37,2
214,37,0
214,37,3
214,37,1
214,37,5
214,37,2
214,43,0
214,43,1
214,44,0
214,44,1
214,45,1
214,45,2
214,45,0
214,45,3
214,45,1
214,45,5
214,45,2
214,45,1
214,45,2
214,45,0
214,45,3
214,45,1
214,45,5
214,45,2
214,38,0
214,38,3
214,38,1
214,38,5
214,38,2
214,39,0
214,39,0
214,39,3
214,39,3
214,39,1
214,39,1
214,39,5
214,39,5
214,39,2
214,39,2
214,39,0
214,39,0
214,39,3
214,39,3
214,39,1
214,39,1
214,39,5
214,39,5
214,39,2
214,39,2
214,40,0
214,40,3
214,40,1
214,40,5
214,40,2
214,41,0
214,41,0
214,41,3
214,41,3
214,41,1
214,41,1
214,41,5
214,41,5
214,41,2
214,41,2
214,50,0
214,50,3
214,50,1
214,50,5
214,50,2
214,42,0
214,42,3
214,42,1
214,42,5
214,42,2
214,42,0
214,42,3
214,42,1
214,42,5
214,42,2
214,46,0
214,46,3
214,46,1
214,46,5
214,46,0
214,46,3
214,46,1
214,46,5
214,46,2
214,46,0
214,46,3
214,46,1
214,46,5
214,46,0
214,46,3
214,46,1
214,46,2
214,46,0
214,46,3
214,46,1
214,46,5
214,46,2
214,47,0
214,47,3
214,47,1
214,47,2
214,48,0
214,48,3
214,48,1
214,48,2
214,52,0
214,53,0
214,54,0
214,55,1
214,58,1
214,59,2
214,59,2
214,66,4
215,51,4
215,36,0
215,36,3
215,36,1
215,36,0
215,36,3
215,36,1
215,37,0
215,37,3
215,37,1
215,37,0
215,37,3
215,37,1
215,43,0
215,43,3
215,43,1
215,44,0
215,44,3
215,44,1
215,45,0
215,45,3
215,45,1
215,45,0
215,45,3
215,45,1
215,45,0
215,45,3
215,45,1
215,45,0
215,45,3
215,45,1
215,38,0
215,38,3
215,38,1
215,39,0
215,39,0
215,39,3
215,39,3
215,39,1
215,39,1
215,39,0
215,39,0
215,39,3
215,39,3
215,39,1
215,39,1
215,40,0
215,40,3
215,40,1
215,41,0
215,41,3
215,41,3
215,41,1
215,41,1
215,50,3
215,50,1
215,42,0
215,42,3
215,42,1
215,42,3
215,42,1
215,46,3
215,46,1
215,46,0
215,46,3
215,46,1
215,46,3
215,46,1
215,46,0
215,46,3
215,46,1
215,46,0
215,46,3
215,46,1
215,47,0
215,47,3
215,47,1
215,48,0
215,48,3
215,48,1
215,49,0
215,49,3
215,49,1
216,36,0
216,36,0
216,37,0
216,37,0
216,43,0
216,44,0
216,38,0
216,39,0
216,39,0
216,39,0
216,39,0
216,40,0
216,41,0
216,42,0
216,46,0
216,46,0
216,46,0
216,46,0
216,46,0
216,47,0
216,48,0
216,49,0
217,36,0
217,36,0
217,37,0
217,37,0
217,43,0
217,44,0
217,38,0
217,39,0
217,39,0
217,39,0
217,39,0
217,40,0
217,41,0
217,42,0
217,46,0
217,46,0
217,46,0
217,46,0
217,46,0
217,47,0
217,48,0
217,49,0
218,36,0
218,36,0
218,37,0
218,37,0
218,43,0
218,44,0
218,38,0
218,39,0
218,39,0
218,39,0
218,39,0
218,40,0
218,41,0
218,42,0
218,46,0
218,46,0
218,46,0
218,46,0
218,46,0
218,47,0
218,48,0
218,49,0
219,38,1
219,39,1
219,39,1
219,39,1
219,39,1
219,40,1
219,41,1
219,41,1
219,50,1
219,42,1
219,42,1
219,46,1
219,46,1
219,36,0
219,36,0
219,37,0
219,37,0
219,43,0
219,44,0
219,38,0
219,39,0
219,39,0
219,39,0
219,39,0
219,40,0
219,41,0
219,42,0
219,46,0
219,46,0
219,46,0
219,46,0
219,46,0
219,47,0
219,48,0
219,49,0
220,38,1
220,39,1
220,39,1
220,39,1
220,39,1
220,40,1
220,41,1
220,41,1
220,50,1
220,42,1
220,42,1
220,46,1
220,46,1
221,36,1
221,37,1
221,43,1
221,44,1
221,45,1
221,45,1
221,39,1
221,39,1
221,40,1
221,41,1
221,43,1
221,44,1
221,45,1
221,45,1
221,38,1
221,39,1
221,39,1
221,39,1
221,39,1
221,40,1
221,41,1
221,42,1
221,49,1
222,43,1
222,44,1
222,45,1
222,45,1
222,38,1
222,39,1
222,39,1
222,39,1
222,39,1
222,40,1
222,41,1
222,42,1
222,49,1
223,67,4
224,39,4
224,39,4
224,40,4
224,41,4
225,45,2
225,45,2
225,49,2
225,42,2
226,38,4
226,39,4
226,39,4
227,38,4
227,39,4
227,39,4
228,38,4
228,39,4
228,39,4
229,38,4
229,39,4
229,39,4
230,67,0
231,67,0
232,60,1
233,60,1
233,60,5
233,67,3
233,67,3
233,67,1
233,67,1
234,60,1
234,60,5
234,67,3
234,67,1
235,60,1
235,67,3
236,60,1
236,67,3
236,60,1
236,67,3
236,67,1
237,60,1
237,67,3
237,67,1
238,60,1
239,60,1
240,60,1
241,60,1
242,60,1
242,60,1
242,60,5
243,60,1
243,60,5
244,60,1
244,60,5
244,60,5
244,67,3
244,67,1
244,67,5
244,60,1
244,60,5
245,60,5
245,67,1
245,67,5
245,60,1
245,60,5
246,60,1
246,60,5
247,60,1
247,60,5
248,60,1
248,60,5
249,60,1
249,60,5
250,60,0
250,60,3
250,60,1
250,60,1
250,60,5
250,60,5
250,60,2
250,67,3
250,67,1
250,67,2
251,60,0
251,60,3
251,60,1
251,60,5
251,60,2
251,67,3
251,67,1
251,67,2
252,60,0
252,60,3
252,60,1
252,60,5
252,60,2
252,67,3
252,67,1
252,67,2
253,60,0
253,60,3
253,60,1
253,60,5
253,60,2
253,67,3
253,67,1
253,67,2
254,60,0
254,60,3
254,60,1
254,60,5
254,60,2
254,67,3
254,67,1
254,67,2
255,60,0
255,60,3
255,60,1
255,60,5
255,60,2
255,67,0
255,67,3
255,67,1
255,67,5
255,67,2
256,60,0
256,60,3
256,60,1
256,60,5
256,60,2
256,67,0
256,67,3
256,67,1
256,67,2
257,60,0
257,60,3
257,60,1
257,60,5
257,60,2
257,67,0
257,67,3
257,67,1
257,67,2
258,60,0
258,60,0
258,60,3
258,60,3
258,60,1
258,60,1
258,60,5
258,60,5
258,60,4
258,60,2
258,60,2
258,67,0
258,67,0
258,67,3
258,67,3
258,67,1
258,67,1
258,67,2
258,67,2
259,60,3
259,60,1
259,60,2
259,67,3
259,67,1
259,60,0
259,60,3
259,60,1
259,60,5
259,60,4
259,60,2
259,67,0
259,67,3
259,67,1
259,67,2
260,60,0
260,60,3
260,60,1
260,60,5
260,60,4
260,60,2
260,67,0
260,67,3
260,67,1
260,67,5
260,67,4
260,67,2
260,60,0
260,60,3
260,60,1
260,60,5
260,60,2
260,67,3
260,67,1
261,60,0
261,60,3
261,60,1
261,60,5
261,60,2
261,67,3
261,67,1
262,60,0
262,60,3
262,60,1
262,60,5
262,60,2
262,67,3
262,67,1
263,60,0
263,60,3
263,60,1
263,60,5
263,60,2
263,67,3
263,67,1
264,60,0
264,60,3
264,60,1
264,60,5
264,60,2
264,67,3
264,67,1
265,60,0
265,60,3
265,60,1
265,60,5
265,60,2
265,67,3
266,60,0
266,60,3
266,60,1
266,60,5
