PromEnh,PromOnly
CLVS1,AAED1
MTMR10,AC013461.1
CDKN2B,DAG1
CDYL2,ENTPD1
HHAT,CXorf40A
HSPA6,DPPA4
SMCHD1,TNFSF4
LCN7,PRKACG
DDX26B,PGBD2
GCSAM,DENND2D
DUSP4,CLEC12A
IRF8,NAPRT
SPTBN4,PCK1
POU5F2,APOC2
MED4,AGPAT1
KIAA1919,PARD3B
CHODL,ZHX1
SLC25A33,CCNA1
TMEM266,CRYZ
TBX15,CEMIP
IL13RA1,FAM73B
TBX21,POU3F3
NDE1,RHOT2
KIF1C,NEFM
IVNS1ABP,KRTAP9-9
ACTR2,FAM214A
FOXI3,CCM2
CDCP1,HTRA3
TSPYL5,CGREF1
SPATA6,TMEM259
TANC2,PPP1R26
TIA1,SP100
GPR26,PSMA5
PRPS2,HARBI1
FGF23,SHISA2
VPS54,RNASEK
ZMYND11,FBXO17
NR2C2,KCNA4
TRIM2,NMUR2
ZC2HC1A,DIRC2
XKRX,KIAA1462
ELMO1,ARHGAP25
RRP15,CYP3A5
PARM1,TRIL
SC5D,MXD1
SPRY4,PIGA
ING2,FGF4
TNFSF15,RTBDN
ATP1B1,CST7
ZNF41,TSACC
TCTEX1D1,FOXO1
NR1D2,HAND2
WDR89,OPCML
TRIM25,MDGA2
GRB10,SERPINA11
ERCC6L2,SHMT2
KIF20B,SIRPD
ELF1,AGBL4
PCNX,MITF
SIRPB2,PTH2R
DDX3X,MALL
ARC,TIGIT
KIF6,SLC38A8
FLT1,CLCN4
BST1,UBE3A
DLST,WDR63
TAF9B,PRDX4
ZBTB16,COL8A1
EMB,LRCH3
TNRC6B,LDLRAD4
AFAP1,TDRP
TAGAP,PAPOLB
SMAD2,ENC1
MAP3K5,FOXN3
BACH1,CLSTN3
IL10,TSG101
NSMAF,EPOR
CEP192,NSUN4
MAN1A1,RIPPLY3
NFATC1,PAX5
HIP1R,EYA2
LZTFL1,TBC1D8B
KIAA0556,RUNDC3B
PADI2,DDX26B
KIAA1462,MR1
DAGLB,CCL5
SID6,PSMD10
KCTD7,ADCY9
ARF6,ADGRA3
DNAJA2,RPS18
WDR5,RBBP4
ARL4,HHIPL1
TRIM58,HOXA6
YPEL2,EVX1
FAM49B,PORCN
SMAD6,GABRB1
CNDP1,KCTD15
ADAM17,IL17D
LIPC,FAM69C
DLG5,MYZAP
SPATS2L,MPHOSPH6
KIF23,EPM2A
NARS,TSPYL2
RSPH1,HLADRB1
ATP11A,GPRASP1
TGDS,HPS1
VWA5A,FXR1
C4orf22,GKN1
FBXL14,RASA4
RSPH3,TRHDE
SNAI2,DNM2
MECP2,PCYT1A
GRHPR,KLHL41
ANKRD60,ADGRD1
GXYLT1,BCL3
IKZF2,GABRA6
NUBP1,NRN1
KBTBD11,SLCO2B1
LRRC8B,CENPB
NRP2,OOEP
MBNL1,TH
MFHAS1,CDK8
SMO,BCL7A
FAM181B,LFNG
ADAMTS17,ZC2HC1B
ST3GAL5,VPS26A
HIST1H2AE,AC004381.6
EML4,KRT74
TNFRSF1A,TMEM150A
DGKG,CD274
CSNK1G3,TPO
ADRBK2,GPT2
CPQ,KRT3
GADD45B,CELA2A
LCK,ACYP1
HUWE1,MAP2K4
FUCA2,BDKRB2
SPATA3,KIF11
ATP12A,SMG5
SH3GL2,RNF44
ESR1,TAPBP
MTHFD1L,DNAJB1
GRP,ZNF558
PENK,DLK1
ATXN7,BPIFA3
MRPL44,CYTH1
CLLU1,CDC25B
GALNT6,ALDOA
HTR2A,C18orf8
WDR4,HEXIM2
ZNF706,EPHA3
ARID2,GSG1
YWHAQ,NXF1
ST6GAL1,PTPN5
CCDC102A,MTRNR2L6
SNX22,TCIRG1
TPRG1,BDKRB1
FARSB,C17orf51
TPO,DMRTC2
JUN,ISG20
TNR,FMR1
ACTRT2,CHMP5
ZCCHC14,RP2
BOD1L1,WFDC13
MREG,OSMR
ARL14EP,APOBEC3D
FAM9C,RAB34
INDO,PHACTR3
SFT2D1,AASDHPPT
ARID5B,DDIT4L
IL22RA2,HNRNPF
FOXD1,NKRF
C6orf203,KCNMB3
CD34,SLC24A2
REEP2,OLIG2
ACVR1B,SEL1L3
MAGI3,CUL5
C11orf70,BRD1
G6PC2,TMPRSS3
SNX30,PXN
FOXO3,CD300LF
DCP1B,TIGD6
USP12,RHOH
ANXA3,PLEKHA6
MMP8,C15orf61
LYSMD4,TSC22
C9orf152,SCCPDH
DUSP1,EPS8
ZPBP,TRIM22
MSX1,BRSK2
RPTOR,FAM216A
SARDH,LHB
SERP2,PTPN6
STIM2,AKAP13
EZR,PDZRN4
PPIB,ZFP64
IQSEC1,SULT1C4
STK26,COL4A2
BOLL,PTK2B
PTGES,COIL
NOL11,FAM50B
PROK2,ACY3
SYNE2,CDCP1
COL4A1,NR2F2
CREB3L2,DNAJC6
TBC1D22A,SLC35B1
PAG1,CNTLN
IGF1R,BPIFB1
KLHL15,ARMCX3
PRELID2,MARCH3
TET2,FAM104B
AMOTL1,FBXW2
BLOC1S5,TUSC1
FAM98A,SPANXN5
C2CD4B,GBAS
FBXW11,KRTAP12-1
PWWP2B,RASGEF1B
SACM1L,CNTNAP1
C17orf58,GAD1
KCNB2,ZMAT4
IGSF9B,GABBR1
EXOC2,CCSAP
CDKN2A,PDZK1IP1
ANKRD12,RITA1
CLIC4,IL6R
FZD8,NT5DC1
PRPF4B,OBFC1
HK2,SLIT3
