PromEnh,PromOnly
ALDH1L2,FRMD4A
PTS,HNF4G
HEG1,PPP1R1B
ACBD3,MFSD7
SPRED2,AGAP5
COMMD9,ZNF471
FAM60A,BIRC3
CCNY,MCC
VAV2,CD1A
SFRS8,BZW2
MCFD2,SYT12
CRACR2A,HABP2
PDGFA,DLGAP1
HABP2,CA2
SNRK,LDB3
CCM2,PDCD1LG2
TMEM38A,FXYD1
HSPH1,TIGD6
TCF7,TMEM164
RGS3,STX11
FTSJ2,ZNF835
C12orf45,SCAMP5
CDC42,MICB
WSB1,RPGR
RPS6KA2,RREB1
TRAF3IP2,MICAL2
CHCHD4,CXorf21
PITPNM2,SOCS3
BACH2,CARD16
SPATA13,TMPRSS11F
TOMM20,TFDP1
MAN1C1,FGD1
BMPER,DEFA3
CLMP,RGS12
C11orf96,DCN
KCND3,MDGA2
FBLN1,SMR3B
PHF5A,SERHL2
HEXIM1,ARFGAP1
MN1,TRADD
FADS1,MTRNR2L6
RAPGEF1,ACP5
KPTN,PARP11
IL34,ZBED6CL
TCF7L2,ZNF226
RGL4,FGFBP2
FAM167A,RAD52
PRUNE2,NRP1
ABHD12B,ARSE
HTRA1,ALPK1
PSMG1,ZSCAN18
MRTO4,PGRMC2
PMM1,ZNF229
SPRY2,CBARA1
SCMH1,SUZ12
RAB7A,CXorf36
SACS,IGF2
HDAC9,PTPN12
C5orf47,IL12B
PRDM11,TEX30
PROSC,PATE4
PYGB,GPM6B
SARDH,ABCB5
EPHB3,GRB10
TMEM184A,BIVM-ERCC5
RPL5,DRD4
H2AFY,FOXR1
NUDT1,SPANXN3
HVCN1,HNRNPCL2
EFCAB5,SMAD9
BRAT1,LUZP4
OGFOD1,SFRP2
GRP,EGLN2
GPR137B,CD36
KIF23,GPNMB
FAM92B,GPC1
LRRC15,RASSF4
ARHGEF10,MCTP1
RRP1B,FGF13
TBP,LCE1D
ABLIM2,CEP57L1
MYCN,PDIA3
TMEM105,TC2N
SLC41A1,CLEC2D
GRIP2,ZNF446
STAU1,TRIM16L
KCNK3,KRTAP19-1
PICK1,CLEC6A
NCS1,FZD8
UQCC2,ZER1
PAG1,RASSF6
DLL1,LDLRAP1
SMIM7,DLC1
DYSF,TEX264
SLC50A1,TMPRSS11A
ENTPD1,AEBP1
CAMTA1,FAHD2B
NACC2,PRSS46
PIK3C3,VSIG1
RHOU,DRG2
PTPRS,HMGXB3
IFT22,SIGLEC5
ZBTB43,PDSS1
PFKFB3,ZNF256
ZNF706,ADM
RAB12,KY
STAMBP,ZNF880
BEGAIN,SYNGR2
VGLL4,USP9X
DAPK1,FAM171A1
ZDHHC8,GPR62
ZDHHC7,ZNF530
CSF1R,CSTF2
ZEB2,OR10A6
TTC3,RAI14
CENPL,IDI2
CCDC166,ADAMDEC1
PTGES,FIGF
MEGF6,TAGLN
NT5DC3,TBL1X
EEF1D,UGT1A8
MAPKAPK2,CHADL
KCNH1,ZFX
OTULIN,EML2
HMP19,MCF2
RPH3AL,VCX
CD82,ZNF814
GAN,RAB6B
SOX8,PLD3
SOX13,SLC28A1
CRISPLD2,QKI
EMILIN3,SIRPB1
LCLAT1,KYNU
BACE1,FAM9C
CLPTM1L,ZNF416
CDYL,LANCL2
KDELR3,SEMA3B
CYP11A1,FXYD2
ZNF462,TMPRSS11B
RSG1,HIST1H2BK
PRPF40A,AKAP1
NEXN,SYCP2
CEP83,LRFN4
C22orf23,KMT2C
CYP2C9,MAGEB6
VIPR2,S100A4
SH3PXD2A,LARP4B
ANKRD60,KCNMA1
FXYD6,ZNF480
LMF1,GPRIN2
PEX11G,IFNG
CA5A,ZNF362
LCMT1,AGMAT
MLLT1,LRRC43
FBRSL1,ZNF285
SERPINB1,IL16
HIPK2,VPS37A
LY6K,FAM81B
REV1,IL1B
RCBTB2,KIF18B
ENTPD6,PAMR1
RANBP1,SFRS6
DAGLA,RIC
CNEP1R1,NCAPD2
TBL1XR1,MYH14
SLC6A17,DHRS2
NTMT1,KRTAP4-9
FAM163A,FCAR
ZNF655,ELMO1
GADD45GIP1,DUT
CHST1,PTPN23
CNIH3,HMGA1
MED15,PRSS54
KALRN,PUSL1
TIMM13,FABP6
RORA,PRICKLE1
TSPY2,ZNF501
RGP1,OR52K2
EIF5AL1,ZNF550
CHRNA3,NACC2
PDXK,SERPINA3
WBP2,HTR2C
CTNNBIP1,PRKCZ
RASA3,HIVEP3
LMO1,NONO
ZBTB16,USP17L2
CAMK2A,FAM210B
FERMT2,RRM1
C14orf180,ALDH1A1
SH3TC1,ZNF549
RPS3,TM4SF4
FOXO1,KAT6B
RGS12,ANTXRL
COL15A1,PCDHGA10
WFIKKN1,CNGB1
EIF4B,ZNF577
CCL17,CLDN4
PUM2,TRIM55
C10orf105,SLC43A2
SEC13,CLIP1
PLPP4,SLC4A4
CTSH,LPCAT4
ARID5A,PPARG
CCKAR,COMTD1
GNLY,CXCR3
FBXL18,BBS12
ADCK3,MLANA
BUD13,MTTP
CTDP1,CHI3L1
ZNF207,PPFIBP2
SOWAHA,ZNF347
GDPD5,POLE2
FAM78A,NDP
C17orf75,FCGR1A
TRIM16,CLCN4
SRGAP3,MICALCL
ZFYVE26,FGB
SORCS2,ZNF365
ZNF577,TNFAIP3
B3GNT5,SOX4
