PromEnh,PromOnly
GPR155,SLC7A8
AGPAT4,FN1
NUP210,PIK3R1
SLC7A5,SH2D3C
TOMM20,GEM
HABP2,PAX8
SLC7A11,DMPK
LOXL2,PRSS8
KIF23,CRX
GPR137B,GPR39
CHST15,RMND1
ASIC2,ZNF135
DOCK5,SYT4
SYN3,CPED1
DIRAS3,MAF
CRB2,SEL1L2
PLEKHG4,TBXA2R
FGF3,HIST1H2AJ
SAMD12,KCTD1
NRIP1,KCNK5
NXNL2,DUSP6
MROH7,PLAU
ZNF532,PROS1
CBX8,ARID5B
GPRC5A,TNS2
IL11,UBE2D4
PIK3R1,ADM
PADI4,KCNK1
HOXB2,SGK3
ARHGEF38,ACTG1
DIO3,ATP2C2
ZNF436,PDE8A
EVA1A,KCNIP1
ANGPTL4,SLC12A7
ACVR1B,THSD1
FOXH1,NELL2
DOCK10,KIF26B
MAMLD1,PKIB
GLRX5,NBL1
TMEM53,E2F6
CDH3,FAAH2
CCDC85C,HKDC1
FAM50B,NEGR1
MTMR10,GBP1
PMP22,FAM155A
TIRAP,TMPPE
TMEM217,PPM1M
MAF,STEAP3
COPS8,IL17C
TACC1,RIMS2
EFNB1,KIF5A
CARS,HIPK2
COG2,ADAMTS4
GXYLT2,ANKK1
TBX18,DAAM2
TM4SF1,LYPD1
CTDSP1,KRTAP10-7
NPAS2,MMP9
LDHD,MICA
PDGFB,FJX1
MAP2K3,TBPL1
MRPS23,PRLR
VIM,TRIM54
H2AFY2,STK10
SFTPA2,GABRA3
SCOC,GATSL3
KLHL25,ANKRD20A2
TAB2,KCNJ15
KLHL36,NXNL2
HTR1B,CLDN4
TBC1D16,SYTL3
CLN8,SCML4
PPP1R9B,A2ML1
TTC38,KIAA1462
NFIC,FHL2
RRP15,ELMO1
VASH1,ERN1
COG6,CUZD1
KLF11,SPAG17
GNAS,GLT8D2
PER3,TAP1
ANKRD1,ANTXR2
CARD10,ADGRF3
BNC1,CNTNAP3
CARP,POLR3GL
MOCOS,DCLK1
ZSCAN10,STXBP5L
ENTHD1,TNK1
ABHD15,RAB39A
ENPP6,FKBP9
CLYBL,GLB1
PKD1L1,CPE
CRYBB2,ADORA2B
TGFBR3,COL21A1
CLDN3,ATP13A5
LOXL4,FRMD3
F7,CXCL6
FBXO21,PEX5L
BHLHE41,GDPD2
PEAR1,PPFIBP2
C1orf228,SERPINA11
MRC2,KLK6
ABCB5,PPP1R9B
MUC13,ZFHX3
CKLFSF7,ARHGEF19
FGFRL1,MLLT3
MSC,GABRG1
ST8SIA3,LRTM1
PLB1,EFNB2
PRUNE2,SLC4A4
HOXC4,COL4A2
RAB1A,ST3GAL5
AUH,HIST1H2BM
DGKB,ITGAE
CHN1,PTPN18
PROSC,LEKR1
EXOC2,FHOD3
MGAT5B,BTBD19
RBPMS2,MICB
GLCE,ELK3
KLHDC8A,NDUFS2
MTMR12,CCR7
L3MBTL4,MITF
FAM19A5,COL7A1
NHLH2,SRCIN1
CDPF1,C12orf75
C11orf63,HHIP
KIF26A,METRN
SPSB4,MGC15429
CLIP4,PDCD1LG2
SC5DL,PRAMEF5
OSMR,CNOT6L
TLE4,VPS25
TPST2,CHST4
ACAP2,STARD13
MAP4K3,SCARF2
EPHX3,BCL2L14
RPL26L1,UBE2Q2L
LIF,GNG12
UCMA,CPNE8
C9orf152,MGAM2
MCC,GDF7
IER5L,AIF1
NPTN,TUBB6
HOXA3,SMOX
ARHGEF10,P3H2
IQSEC3,BCL9L
IGSF9B,ZNF800
XXYLT1,HEYL
GREM1,ARHGAP1
PRDM4,CD209
ECHDC3,FOXC1
RNF6,XKR4
COL8A1,KLHDC8A
SYNE3,TCHP
DCP1B,SIGLEC15
SGSM1,COL4A1
TRIM42,GPX4
COL12A1,SLC25A22
MRPS27,COL1A2
COPRS,KLRD1
PTCD2,ZCCHC24
TMEM201,CCDC172
HMG20A,RASGRP4
RBBP8NL,LETM2
MAP3K4,NR2F1
MAP3K7,CHRNB2
MTHFSD,FLOT1
PHLDA3,RNFT1
CCND1,ITGA2
C1orf186,TC2N
OPCML,PCDH1
PTTG2,TRADD
P3H2,NOS1AP
GPSM1,HS3ST4
SIX1,ABLIM1
KIRREL,CD99
MT1E,GPR139
LGALS3BP,AZGP1
C9orf50,DGKH
DGKH,ZNF579
CCDC92,POU2F1
PAPOLG,TMEM181
MOB3B,TPD52
NEGR1,RASA3
ATP2C2,ENDOD1
SSBP4,GNG11
GNG4,JWA
UBE3A,BPGM
MERTK,SLC25A25
ARHGEF17,GPR155
PML,CBX2
SLC24A2,ARAP1
SGMS1,APOL1
ESYT2,MBNL2
ITGB1BP1,TRIM25
B3GNT5,MAST1
SMIM23,SEPT8
OAF,SSFA2
TBXA2R,TGM6
HSBP1L1,GABRR1
CMTM7,RPS6KA4
TGFBRAP1,BCAR3
STARD8,FBXL8
OSBPL5,UAP1L1
IFNK,SLC22A5
AMOTL1,CDHR3
ATXN10,F11
SAMD4A,IFI16
SH2D5,CACNB2
AIFM2,INHBE
ITPRIPL2,PRTG
SERHL2,LGALS3
RHOC,FOXK1
VDAC3,AFAP1L1
