Meth,K27ac,K27me3,K4me1,K4me3
-0.0986955151682317,0.784493916503036,-0.202331842510014,0.556105968902593,0.156960081271681
0.262089994017003,-0.0243397005040238,-0.930626102373828,-0.25390152952664,-0.0136192841247878
0.61113124160416,-0.402653388125593,-0.00289861178307999,0.681152580592548,-0.0202882864772031
0.739583862763872,0.438290763154265,0.304847239525676,-0.400587429205608,0.086687882595773
-0.0332015932821433,-0.17247704170043,-0.00752606738645643,-0.0429073206981494,0.983489524311264
