MORC3,MFSD7
IVNS1ABP,TMEM246
POLB,PLK5
FLT3,GLDN
SMAD7,NDST4
TRAF3,C17orf104
ADGRD1,SAMD5
SNX10,NUDT10
NBPF11,NKX2-1
MAN1C1,THEG
KIF5C,IVL
CA4,RIPPLY2
SLC39A10,HS6ST2
SPTBN4,RPH3A
SLX1B,EGFR
RPL32,RSPO2
GOLGA5,TMEM196
CALCR,MAGEE2
H2AFY,STMN2
BOLA2,CEP112
PDE4B,VSTM2A
PUM1,CPS1
CDK5RAP2,SYT12
CMTM8,MEIKIN
ARHGEF10,SYT14
TIFAB,RGS4
HS3ST3B1,SYT1
SFT2D1,GYPB
RBMY1A1,CLVS2
TMEM131,ERVW-1
HIP1,SNRPN
MOB3B,HRASLS
HRH2,SLCO1C1
KATNAL1,CDH19
HGF,CLIP4
ABHD12B,ANK3
STK24,SLC17A3
PHACTR1,FRZB
ALX4,HSPB3
SYNE3,GRHL3
GRK5,SLC25A52
CCND2,PLCE1
DLK1,PEX5L
MTRNR2L6,FREM2
RBM34,E2F5
SMURF2,FAM150A
CYBRD1,AMBN
ADAM7,ZNF229
ARRDC4,C9orf129
HSD17B12,TSPAN19
FTSJ2,CFAP161
RBM33,ANK1
TIGAR,FRK
NUDT1,FAM155A
BASP1,BANF2
NAP1L4,AP1M2
NPTX2,HNRNPCL1
PINX1,SCG5
FMNL3,PPARG
GEN1,T1A
TRERF1,GJB7
EIF2AK3,RASSF6
PODXL,MYOZ2
PPP1R14C,AFP
FBXW7,WNT16
DNM1L,CYP2S1
ZNF706,RANBP17
SOX11,COL22A1
TESC,TMEM155
ZBTB43,TMEM82
C14orf80,PHACTR3
PFKFB3,PTP4A2
ZFAT,ZFP42
PREX1,GALNT8
TRAPPC10,NUPR1L
HTRA3,EXOC3L4
PLEKHA2,NACA
DDX10,NANOG
ARL4C,PHF21B
COL4A4,LANCL3
ADO,SOWAHC
AKIRIN1,SEL1L2
CACNA1B,TTC39A
MSN,FCRL3
ZNF423,FAM3B
UNCX,OPRM1
KCNRG,PHKA1
ZDHHC14,ATF3
CCR8,DPP6
MGST2,PPEF1
DEPDC1B,RAB37
PTMA,SCTR
ERV3-1,PENK
SNX9,HOMER3
CHD1,WDR87
HIVEP1,ZNF728
CNDP1,FSCN2
TCRA,MOCS1
SULT1A4,KDM4B
EN1,MRAS
GDI2,FABP1
CD44,C12orf42
MNX1,NPY1R
TPD52,PIK3C2B
MKL1,ADGRG1
RAPGEF2,C1orf94
ZFP36L2,ATCAY
AKIRIN2,LRRIQ1
CDK17,TEX13B
ECHDC3,FOXQ1
CST7,IQCA1
LIPJ,TMEM74B
CA6,OR13C2
NOTCH2,KCNA2
ANKRD60,SPANXN5
PPM1B,LRIG3
TRPS1,LDOC1
USP12,LYPD1
RAB30,PCDH10
STEAP1B,TMEM171
SATB1,MORC1
PLCB1,C2orf76
HDAC2,SEMA6D
TLE4,PTPRO
DHDDS,ABCB5
TMEM18,APCS
DAGLB,RPS6KA6
ITM2B,MPPED1
BMP2K,MET
RALGAPA2,KCNA7
PSEN2,CSMD3
KCTD15,MAGI2
STARD13,C9orf135
CHST11,ATP6V0A4
CMTM4,ACSS3
FAM105A,EPB41L3
CD58,OPCML
CHST2,CSNK2A3
ALG1L2,SERPINA12
PRDM1,MAPK4
CMTM7,AKAP14
FAM76A,MUCL1
ACTR2,SLC22A31
MAD1L1,ANKUB1
MBP,GHR
ADAMDEC1,GDAP1L1
CSF2RA,NEUROG1
PIK3R6,CNTNAP4
EPC2,PLEK2
FOXK2,DTNA
BACH1,C3orf14
PAQR3,ALDH3A1
CSNK1G3,PABPC3
REL,TMEM56
PRKCH,PTPN20
INPP5A,CACNA1D
PLEKHG1,VWDE
PRKCB,SBSPON
UBE2U,CRH
SPATA18,EIF4E3
ELF1,C1QTNF1
C11orf70,FBN2
PFDN1,TFAP2A
TNFSF8,ADCY8
RGS12,TFAP2C
AUH,DCC
PRAME,MTUS1
TMBIM6,GPR6
HIF1A,FAM71D
MAP1LC3B2,GPR33
INSL5,LIPJ
SPON1,USP44
CDKAL1,POU4F2
TOP3B,RGS12
SHROOM3,CRISP1
PLAC8,STXBP6
FLT1,TACSTD2
PARP8,PPARGC1A
USP9Y,EYA2
NDUFA10,SLITRK3
C16orf72,STK31
SSBP2,RNF225
SUPT3H,SAG
IFNGR1,S100A13
HBEGF,GPR143
OSBPL10,ADAMTS20
SPRED2,CD300LD
ERGIC1,ZBED2
SLC28A3,HEPACAM2
TSPAN9,CERS3
C8orf37,PNCK
SGK1,PRUNE2
ZBTB10,TEKT3
SPATA3,BARHL2
IL22RA2,MMD2
ETS2,GRM1
TFB1M,CACNA1E
PIK3R1,SYT13
SPESP1,C22orf42
CERK,GRM7
PIK3C2B,C1QTNF6
MRC1,KRT33B
TMPRSS2,PPBP
ARF6,GH1
NCK2,MOV10L1
BARHL2,CSN3
AK4,TRIML2
DUSP22,CDC42BPA
EGR2,DNASE1L2
PRSS58,CXCL6
BTG4,CLDN14
LRRC8B,MTRNR2L5
PIK3R5,GFRA1
ZC3H12C,ADAMTS1
GNA12,CHRNA2
RAP1GAP,DPYSL4
TAGAP,CTNNA3
ZMYND8,PAMR1
HDAC9,PP2D1
PPIB,HEPACAM
CA8,MYO16
GEMIN6,SLC15A1
CRIP1,CBLN2
KIAA0040,ZNF98
TNFSF15,C11orf87
GAS7,PRKAG2
NACA2,CHRDL2
SLC6A3,PSG6
LONRF2,DGAT2L6
IRF8,DCDC2
IFNK,RAX
PDCD1,LRRTM3
RP1,PRND
TLE3,PLCH2
CRYBA1,CDH2
AKAP11,NTM
LRRC70,GATA5
BCL2L14,ENTPD1
TBX20,INPP5F
C11orf58,ARHGAP32
TP53AIP1,MUSK
TBX21,IGFL1
TLR10,GRB14
ANO6,RPH3AL
DNTTIP2,LILRB3
SPZ1,SLC16A7
PARM1,TMEM45B
DHCR24,SPINK13
KBTBD2,SLC38A4
FOXB1,PIRT
COMTD1,CYB5R2
KLHL31,FIBIN
ZCCHC13,CACNG2
ZFPM1,HOXB3
HAND2,ISL1
COBL,SLC22A3
PPP4R2,CCDC81
C16orf74,PASD1
HMGB1,NDRG2
XG,RLN2
ZCCHC2,PLPP4
PTGES,PNPLA3
FAM210A,RGS7
DPYSL4,ZNF385B
LAX1,MYH7B
TRABD2B,ABLIM2
VRK2,NKX1-1
NKX6-2,SDR16C5
WDR5,CCDC68
C8orf33,BLVRA
SYPL1,NTRK2
ALS2CR11,TBC1D12
RCBTB2,SH3BP4
PRDM8,NAP1L3
FGF1,CHST3
SLC22A31,MAFG
UXS1,RFX6
TNFRSF13B,ZDBF2
CEP170,CCKBR
P2RX2,GNAL
CYP1B1,USP9Y
SLC38A4,KCNJ8
NDE1,ARHGAP40
ZNF484,MSX2
