PromEnh,PromOnly
AHCYL1,KCNE5
SYNDIG1,AMICA1
RAPGEF6,EXD2
SEC61B,RAC2
FMO1,PCBP4
PTPRN2,ATP2C1
AGPAT3,MARCO
NOL12,RNASE11
PSRC1,RIN3
TMEM189,MBP
CPN1,TMEM30B
COTL1,SET
TUBB2B,C1QTNF8
PITPNM3,HSPA1L
FBXW8,FOLR3
PIK3C2B,HMGB3
PRRC2C,ISM2
FBXW5,PNCK
PRPF40A,RABGGTA
RPH3AL,IAPP
DDX27,HECTD1
STARD13,PCNX
ZNF385A,HAPLN2
QSOX2,CNTNAP4
PCGF3,MAZ
IGLL1,IFNA14
CLSTN1,GPR61
TMEM38A,DSG3
TMEM119,DHRS1
B3GALT5,CCZ1B
KLHDC8A,RAB33A
TSPAN15,LRRC47
KCNJ6,MYH4
BCL2L14,DNAJA4
FAM200B,CD163L1
ARRB1,CD163
NUP214,ENTPD1
HMCN2,CXCL14
GAP43,CLDN23
SCAND1,CD300C
VSTM2A,SLC37A2
MRPS9,AGTR2
MAD1L1,IDH3G
INCENP,BIRC7
ASCL3,GPR84
COL15A1,G6PC3
CAMK2A,ARHGDIB
PAPD7,ZNF296
ITGB4,CFH
WARS,SERPINB6
PARD6B,HPDL
PLEKHG3,BST2
DNAI2,RPS6KA2
TMX1,GRIK3
ARHGEF3,FAM111A
GTF2F1,CARD8
DBH,RNF4
PLOD1,ASCL2
AKAP13,TMEM140
EPHA4,PJA1
NKD1,NFATC4
RGCC,SFRS6
NCS1,C12orf54
GYG2,ADGRE3
TCTEX1D1,CDC25A
PTGES,TCTE1
PCDHB15,DOK3
DNMT3L,MAGED2
GRASP,OBP2B
CAPRIN1,ACTN1
SARAF,LRIG3
SLC35C1,RNF225
TMCO4,PKN1
UBAC1,KIAA1522
MAF,OR4Q3
TOMM20,XAF1
TFB1M,CCDC70
UPK2,TAS2R3
MAP3K7,LCN9
GRHL2,NOP9
TRPV2,CFI
DYSF,ZNF154
PEX26,AMT
PEMT,SHROOM4
THUMPD3,PHF8
PRR34,MARK2
SLC9A8,MAGEA8
SLCO4A1,TRIM62
FAAP20,IGFL2
MTMR12,OTUD7B
EFCAB1,LGALS12
EIF3B,APLNR
DLL1,HSPA1A
KLRC1,GC
SMIM7,CA12
CACNB4,MEDAG
H6PD,NNMT
KSR1,VNN1
ACTR2,CLEC9A
SYNJ2,ZFYVE26
ELN,PUS7
PADI2,ADAM8
SRBD1,SMCO3
ST6GAL1,CDC42BPG
ZNF121,TRAF3
TIGIT,AATK
CARS2,GPR37L1
LMO1,SLC4A4
KNSTRN,GIF
MKL1,SH3TC1
ADSSL1,ANXA11
SSSCA1,ANKRD65
ASB2,CHODL
IFIT3,RMND5A
CALM3,TMEM255A
POU3F2,HK1
C8orf74,ZBTB1
ZHX3,SATB1
EVA1B,KCNN4
HSPA9B,SIRPB2
FMOD,MDFI
LIFR,LRRC74A
PITRM1,COX16
NMUR1,HPGDS
RSPH14,INDO
HACD2,GZMB
SFXN3,TRIM21
PMEPA1,VENTX
USP35,CHRNA1
BOP1,ZBTB25
PPEF1,RXRA
CABLES2,DDR1
CCDC82,BDNF
ULK2,ALOX5AP
RPS6KA2,TBXAS1
GLT8D1,MYO1G
VAPA,SLC5A12
PTH1R,CAPZA3
CARS,MIA2
ZBTB7C,TNK2
C20orf195,LILRA2
PTN,CCZ1
EFNB2,C5AR2
FBP1,TRIM49B
GPR157,AMPD3
ABCG1,SYTL5
ABLIM2,GSE1
LSG1,OR9A4
ADCK2,SYNE2
TK2,TTC39B
TMEM174,ADAMTSL1
AGPAT5,ALPK1
FSD1L,RAD51B
DLEU7,LAMA4
IER5L,ISLR
PER3,FAM155B
ARSG,GCG
CRNKL1,HSPB7
KBTBD11,GLYAT
DOK4,CPA4
MIPEP,CBLN3
ESYT2,C10orf128
HEXIM2,QKI
AXIN2,FOXD4
SOX7,UGT2B11
MTCL1,PCDH15
NBL1,LEF1
ADAMTS15,EPB41L2
ABR,SSH2
ZBTB38,ZCCHC13
POLR2M,OMG
TMC6,TNNI3K
COA6,TPTE
ABTB1,P2RY13
CRIP1,SLC39A2
RAB4A,PAX8
ITGB2,R3HCC1L
SMARCD3,S100A1
NRP1,ALDH1A1
ARNTL,CASP8
SH3PXD2A,FN3K
TGFBR1,SEL1L
TMEM134,NLRP10
GDNF,RAPGEF4
IRS1,STAU2
DOCK10,CCDC88C
WSB1,MICAL1
SLC52A2,TMEM265
NR1D2,BMP4
TRMT11,LSP1
PLAT,APOBEC3H
HSPH1,ATP1A1
PRMT2,CTIF
TCF4,SLC1A6
FGL2,SPTBN5
SNAI1,ZHX2
FOXRED2,ALOX12B
OXER1,ARHGAP23
C1orf228,POMZP3
SULT4A1,C7orf49
ZMYM1,FURIN
SMOX,MAG
GPR84,TGFB1
PRTFDC1,MARK3
C9orf152,GALNT16
KDELC2,TM4SF1
DERL1,ATP1A4
NUP50,GPR146
ZNFX1,ABCC6
BCL6,CASP9
PSMC2,CMTM5
PWWP2B,MYBPH
GADD45GIP1,RAB9B
TBPL1,MYT1L
C9orf69,LYG1
CXCR4,TSPAN14
ANKRD10,MTTP
FTSJ2,SDR9C7
C17orf75,EPHA1
EPB41L2,POC5
TIA1,HAS2
SMARCAL1,ANTXR2
OGFOD2,DHRS9
NUDT1,TRIM36
OLFML2B,HHIPL1
CCDC24,TDO2
NOL4L,RABGAP1L
KLF3,FSCN2
LAMA5,NPNT
GMPPA,MGLL
FARP1,ZNF573
ELMO1,KRTAP5-2
SYT14,IMMP1L
EIF5AL1,RNASE1
AIPL1,IL23A
FBXO47,SIPA1
PLCD3,PDGFRA
WNT7A,HPCAL1
DBN1,UEVLD
UGT3A2,RASSF6
STAU1,SLC26A4
SLC2A9,UMODL1
KRT23,BTBD17
CTNNA1,HOPX
KDM8,TMEM144
SYK,C1QTNF7
KCNA2,ADGRG5
