PromEnh,PromOnly
NIPAL4,GSX1
CSRP1,ZNF532
C8orf37,DNAJB4
MBOAT4,POLR2H
YWHAG,AIDA
PPP2R2A,MAD2L1BP
ZNF438,PSENEN
MTHFD1L,KCNJ2
RNASEH2B,SOX11
PSAP,TAPBP
PDE3A,PBX2
ANKRD33B,FEN1
SMIM21,PAF1
TMEM212,KLRC3
LRRN3,TTYH1
LAPTM5,SGMS1
DAP,SAMD8
TMEM170B,USP47
SLC7A1,CDC10
NPAS2,RERE
THRB,FAM47A
NACAD,MTMR4
OLIG3,GYPB
PPM1D,SLC48A1
OSBPL1A,NEGR1
CLSTN1,CMTM5
T,PEX5
RPS3,KV1I
ROBO1,TMEM167B
TCTEX1D1,YIF1A
RAPGEF3,NQO1
SMOC1,TLX1
CRYBA1,ATG10
POU2F3,FAM69C
TIGIT,KCNJ10
ZBTB43,CLCN2
HS1BP3,CKAP1
DYNC1H1,CPXCR1
RBM20,RAB33B
ANXA2,GLUL
TESC,SLC1A3
CNEP1R1,PDK2
SSBP2,ZNF335
HMG20A,YWHAZ
CGNL1,MRGPRX3
FGFR1OP2,CD55
XCL2,MAP3K12
DSCAML1,SLC35E4
NPIPA7,PBLD
CLN6,MPC2
GLG1,RSPH10B
TMEM165,GSTO1
CDH13,PADI2
KRR1,SHC1
BAIAP2,GAPDH
CA12,SUN2
NCF1,CCDC122
TSHZ1,PNPLA7
SLC22A23,DCAF8
FAM107B,SDCCAG8
YWHAQ,DEPP
ASUN,NUTM2G
ARRDC2,ZNF839
PLEKHH1,ARL6IP6
RPS6KA2,PRPF40A
SDK2,FAM13C
DLG5,CSNK1A1
TACC1,RELA
XPO1,ZNF341
C10orf54,EIF5
ACSS1,ZNF248
LDLRAP1,YWHAG
KALRN,ZNF592
PPIAL4A,PRKCZ
SLC31A2,CAP1
SYNGR2,ARPC4
GRB10,TCP1
LCLAT1,IFI6
PITPNC1,EIF5AL1
ACTR2,SPATA2
PSMD12,HDAC5
RHD,THAP9
NR5A2,EPC1
FOXA1,YARS2
CKAP4,ALDH16A1
KIF26A,BBS2
FAM19A5,HNRNPL
ADAM17,YWHAH
CDK1,SAMD13
PRR34,DCTN4
SHANK2,ARPC4-TTLL3
FBXW7,TGIF1
RAB11A,MLH1
NEK7,TMEM206
BPTF,MORF4L2
TUBGCP3,FOXO3
CFAP61,ZNF428
CRNKL1,RNF187
ANK2,PCBP4
ZNF514,VCX
TGFB3,HRMT1L1
ADCK2,CASP9
SALL3,DDX39B
DGKI,PNISR
SAMD4A,SLC35B2
SWAP70,PACSIN3
BCAS1,TAP1
THADA,ACER2
WNT7B,NAGLU
ANKRD50,FAM228B
PRKAA2,IDI1
POLR2F,C9orf72
OPALIN,RNF125
SMYD3,SHISA4
PEX2,LRRC49
KLRG2,STAM
MRPS23,USP48
OSR1,XCL2
SP4,MYL6
PRR20E,C6orf62
PFKFB3,CGB8
TRIM13,NFKBIZ
C12orf66,SERPINB3
MYLIP,CDRT15
ARHGEF3,ARIH1
GSG1L,EIF4G2
SEC16B,DNAJC18
PIGPC1,KIAA0319L
NCOA3,MCAM
ACTA1,GAB1
RGS3,MGC15429
CLCN3,CASC3
PLCD1,DIP2B
TMEM236,SSNA1
GATA3,LDHA
NMT2,NBPF1
NTNG2,KDM4D
POTEB3,SSSCA1
VILL,LRRC41
C8orf4,SLCO1A2
SETD9,DTX2
RREB1,FBXL19
FNDC3B,DEFB105A
RBM34,CDC25B
NEK1,ZFAND2B
ST3GAL4,WDR78
FXYD2,ZNF573
CLEC18B,PRRT1
C2orf61,SLC31A2
RRP15,DYNLRB1
HERPUD2,FKBP4
SERPINB1,CLIP4
FNTB,CAPNS1
XCL1,GRASP
CDC16,BAG6
SPATA31D3,TTYH2
RASAL1,MTMR7
OXER1,CCT5
LRRC16A,CELSR1
RICTOR,EXTL2
ARL4C,RHOB
CTNNBIP1,ZBED1
DICER1,CNST
ADSL,SPAG7
PCDH1,SEMA4D
KANSL1,SH3BP5L
LAP3,SPG20
RBPJ,SRRM2
PRPF4B,SRP54
MPLKIP,TMEM91
DPF3,CSNK1E
NCS1,FKBP9
GSN,SIRT2
BHLHE41,RAPGEF6
ARL8B,SREBF1
