PromEnh,PromOnly
STK32B,FAM19A4
ST8SIA4,C4orf19
FAM110B,PRRX1
SLC6A6,CCDC190
LTA4H,FAM46D
GNG12,ITGA8
SIAH1,NDST4
HIF1A,PRSS37
PABPC3,TANC2
SLC2A12,SOHLH2
BANP,KRTAP2-2
HMHB1,H2BFM
MAN1C1,TRPM3
HAND2,MMP13
LYZL1,KRTAP4-6
CTTN,UGT1A1
PROSC,SCGB2A2
USP22,KIAA1210
PRDM2,MAP2
GALNTL6,FAM9A
TGDS,PLEKHA5
C16orf72,LAX1
ANGPT1,IBSP
WDR7,GPR143
SLCO6A1,MIPOL1
FAM214A,MUM1L1
C10orf107,SLC5A4
NRXN1,BMPR1B
ACBD3,STMN4
CPQ,TRPC4
ZNF536,SDR16C5
PTPRK,FGF1
BCL11A,CACNG1
RCOR1,PCDHGA1
ZSWIM2,PPFIA2
CPNE8,CMTR2
VIPR2,APOBEC1
DISC1,PTPRK
MICU2,CYP2C9
PAX7,G6PC2
SPANXB1,OR51B5
LAMB4,C4orf51
CD47,MCF2
LRRC31,SLITRK5
IVNS1ABP,SFTA3
OR2L13,ASAP1
TCF7,SH3GL2
FRSB,RGPD4
TOMM20,SPEF2
LGALS1,KCNC2
NDE1,CAPN6
THOC1,ARHGAP6
MUC20,HNF4G
CLIC5,C9orf135
BEND5,UBC
RAB44,PCSK6
GPR155,FHL2
LRIG1,TXNRD3
LPAR1,ARMC9
MAML3,OR13C5
SNAI1,TCF21
SLC38A2,C19orf12
ANO1,SPATA45
NCR2,SMIM23
CD38,NAT2
C16orf78,LRIT2
WNT8B,NPY2R
TNFSF4,WISP1
TBX5,GYS2
APOBEC1,SLC5A1
SYT1,FANCG
HLX,DPT
HHLA2,PDE11A
ABCC4,HS3ST4
GADL1,UNC80
PRL,METTL2B
TTLL11,VGLL3
APBB2,GJA5
MBP,KRTAP5-11
ABCA4,KIAA1217
RAP2B,NELL2
IFNA14,MEIOB
HSPA6,ZSCAN1
RPE65,LCE1E
CAMK1D,SYNDIG1
WBSCR17,DYNAP
DMRT2,STON1-GTF2A1L
FGF1,PKD1L1
TESC,VDAC3
C9orf152,FAT1
AQP4,BCHE
GZMA,MYH1
EIF2S2,CFAP47
TVP23A,C11orf86
TRIM58,HTR1E
CAPZA2,GFRA1
SFMBT1,GNA13
NEDD4,RICTOR
GEMIN6,RAB40C
GPRIN3,PRAMEF14
HAAO,FCER1A
B3GNT2,PGBD5
TTC7B,MYOZ2
RHD,MYEOV
FCGR1A,GJA1
GALNT10,KCNH7
RORA,FOXB2
TINAGL1,LETM2
KNS2,NACA2
DNAJA2,RPL10L
CERS6,FAM13C
MRPS9,RXRG
CCL1,OLFM3
C8orf37,TEX101
UBL3,DRD2
BIN1,C3orf84
DGKD,KCNT2
AATF,CLDN18
SHB,SEMA5A
WISP1,CDK10
PPP3CA,RNF180
FBRSL1,DDR2
PITPNB,GPR176
FOXO3,ADH1C
ZNF516,CKAP4
PLPPR5,GPR26
CCDC70,SSX3
ADAM17,AKR1C3
CHODL,POM121L12
RIOK2,NEGR1
CHD7,HTR3C
PDE3A,RFTN2
SLC7A11,OR5D13
MYH9,KLRF2
DHRS12,PTPRB
PPP1R9A,IAPP
IRF2BP2,GSTA2
PKD1L1,PLK5
ABCB11,PKD1L2
SHQ1,GABRE
ZNFX1,PRPS1L1
FGL2,CGA
CLIC4,CEACAM19
TNKS,SLC35F4
GBE1,GKN2
P4HA3,DMGDH
ARHGAP28,KIF2B
MYO1B,CLEC4C
GREM1,RNF152
STMN2,LRCH2
GPT2,MXRA5
IL3RA,DEFA5
CARS,SLC30A8
PIK3R1,TAPBP
SPIN3,DPRX
XRCC6BP1,POGLUT1
ADAMTS9,TPO
PSEN2,PCDH8
HIPK2,SPSB1
ANKRD60,THY1
GSE1,F11
