K4me1,K4me3,K27ac,Meth
-0.641505218393543,-0.526853130635971,-0.556150808729087,0.0399138004067694
0.29519101341369,-0.787713629164038,0.429314136526882,0.328723099594775
-0.0366391950283206,0.28973156579236,-0.164591079053615,0.942137445316314
0.707100339245661,-0.134121724384248,-0.692311654404377,-0.0522019775750072
