x
ESC-H3K27ac
ESC-H3K27ac
NPC-H3K27ac
NPC-H3K27ac
NPC-H3K27ac
ESC-H3K27me3
ESC-H3K27me3
ESC-H3K27me3
NPC-H3K27me3
NPC-H3K27me3
NPC-H3K27me3
ESC-H3K36me3
ESC-H3K36me3
ESC-H3K36me3
NPC-H3K36me3
NPC-H3K36me3
NPC-H3K36me3
ESC-H3K4me1
ESC-H3K4me1
ESC-H3K4me1
NPC-H3K4me1
NPC-H3K4me1
NPC-H3K4me1
ESC-H3K4me3
ESC-H3K4me3
ESC-H3K4me3
NPC-H3K4me3
NPC-H3K4me3
NPC-H3K4me3
ESC-H3K9ac
ESC-H3K9ac
NPC-H3K9ac
ESC-H3K9me3
ESC-H3K9me3
ESC-H3K9me3
ESC-H3K9me3
NPC-H3K9me3
NPC-H3K9me3
NPC-H3K9me3
ESC-NA
ESC-NA
ESC-NA
ESC-NA
NPC-NA
NPC-NA
NPC-NA
NPC-NA
NPC-NA
