PromEnh,PromOnly
SERAC1,AMY2B
USP24,KRT10
TM4SF3,IPO8
GGCT,HIATL1
CTAGE5,PHKA2
SARAF,MMP12
CDC42,NKRF
DLK1,SNCA
CCDC82,TRIM49B
SNX18,MEPE
IMP4,SLC1A5
C1QTNF9,PLEKHA6
BCAS1,DNAJB1
RIMS1,IGSF1
RAB12,LSP1
NAV1,NGLY1
MKL2,ZNF226
TESC,DEFB105A
PWP2,MED14
NCS1,SAT
HIVEP2,HAND2
NEURL1B,EVPL
CRISPLD2,RPS5
TMEM53,CD37
SESN3,DOT1L
ZBTB7C,RAB23
HSF2BP,ZCCHC12
DOK4,SDR16C5
MRPL2,FAM24A
MPP4,METTL4
KIAA0895,KIR3DL1
WNT11,C19orf66
MRAS,GRIA4
POLB,FHL1
KLF3,MMP10
TBXAS1,ARRDC1
ARL8A,PSG4
ACAT2,BCAP31
LRRN2,C19orf57
PRMT8,NDC80
HSPC251,GXYLT2
LIN28B,OBP2B
MC1R,TRIP10
SNX20,HSPC142
SEPN1,MBD3L5
HACD2,POGZ
PICK1,STARD8
GTPBP2,MKNK2
RBM20,OR13C8
SYNJ2,PUSL1
ADAD2,CER1
SIRPA,MSTN
KCND3,SLCO1B3
NTMT1,RELT
RPS27A,STARD9
MSANTD1,PBDC1
B9D1,TSPYL2
EPHB4,FANK1
HNRNPDL,NXN
C8orf74,PDE4B
PRKX,CCT6A
HPCA,PDZRN3
PPP2R2C,TRPV4
ARHGEF28,TCEAL3
USP8,CNGB1
HEYL,DEFA1B
SLC25A45,SERPINA1
DUSP4,CHP1
PHF21B,SPATA18
RANBP1,GRIPAP1
SMAD3,CFAP47
NUDT1,CCL25
AP3B1,TFDP1
DCAF4,DDX39
NTSR1,ADGRE2
VIPR2,MYF6
CYLD,PDHA1
ENDOU,A1BG
FZD10,SH3RF2
PDE2A,CTXN3
MAPT,ADAM18
RIMS4,KLF1
FAM43B,CYFIP1
ITPK1,ZBTB7A
NAA20,PRKCZ
ZDHHC7,FAM127C
C17orf75,FBLIM1
GTPBP4,RGN
RGS12,TMEM108
FBLIM1,FBXO27
KIF23,MT2A
PRR34,KCNC3
CLIC4,CCDC68
DAPK1,GLTP
SHISA4,C5orf47
SYNM,FGL1
BUD13,CIITA
GPR84,MEX3B
ASTN2,KCNE1
SEMA4C,PPME1
ANKRD13A,GDAP1
CEP164,CDK16
MRGBP,RBBP8NL
ADCY1,TRIM2
DOC2B,OXSM
PPL,DNAJC6
FBXW12,MNDA
MTRNR2L3,TMEM91
SKAP2,KRTAP21-3
MYH9,NMU
ARHGAP21,ZNF75D
PHF7,RASL10B
DMRTB1,CYP4F12
RALGAPB,NFKBIZ
METTL7B,MTRNR2L7
FAM84B,MAT2A
SIPA1L1,PRKG2
ZNF287,IDI2
SIK1,NDUFB7
NMUR1,RP13-147D17.3
BDH1,SYT12
CTSH,C10orf53
FAM134B,SLC26A7
HINT3,ZBTB7B
MRPS9,PRSS54
BTG2,SKIL
RPL5,SYT1
BANP,DCX
EVL,SNED1
BPTF,SHC2
HMOX1,TTC39B
FAM118A,TSR2
PRSS55,LOX
STXBP6,ZSCAN1
DTD1,PRR19
RNF150,FAIM
CDHR2,PCDHA5
CD180,HSD17B14
CAMK2A,CSNK1G2
CEP112,RAB9A
MAPKAPK2,PADI2
INSM1,KCNJ15
THBS4,MAGEB6
ALOX5AP,PDCD11
DOK7,FBXO10
SPATA13,TOR4A
RNFT2,ZNF273
VAC14,SGTA
PIK3C2B,C6
FCHSD1,CATSPERD
TRIM2,LIPF
TSN,CXorf23
TMC6,GPR82
PEX10,PLSCR2
JAG2,TANK
NGFR,GAS2L3
PADI2,SARS2
MFAP4,LURAP1L
ARHGAP22,GMIP
FAM107B,MAGEB1
MESDC1,CHD5
C10orf105,PI15
MAF,TM4SF18
SUGP2,GADD45B
JMJD7,UBXN6
PSTPIP1,CRYGD
UQCRHL,ATXN7
DKFZP586F1524,STAP1
SLC5A10,HTN1
NTRK2,LUZP1
HK2,GZMM
CDH2,SCML2
PEX14,ABHD11
TPRG1L,STPG1
THUMPD3,HIPK1
CUEDC1,CYP2A6
ACTL8,AMER1
ANKRD9,S100A10
CAB39L,SLC6A15
