K27ac,K27me3,K4me1,K4me3,K9me3,K36me3
-0.525792244275778,0.0386786125688102,-0.612926757605462,-0.336311279077487,-0.300184569050316,-0.378353298743104
0.252521479318779,-0.608779972295878,0.043037214725391,0.0907416799088882,-0.744836970705794,0.0274131457496782
-0.0897104072345313,-0.771446176112754,-0.216679522672357,-0.131474807609979,0.573729733819903,0.0584926674393163
-0.252629750171737,0.0776489855637451,-0.256420586772243,-0.0418565661830256,-0.135210276603511,0.918892559561037
-0.647906821241212,-0.147564347934677,0.707034275156479,-0.22620451597303,-0.0854324104996713,0.00876744839140023
0.410027342372657,0.0704067175894882,0.0993458043791801,-0.899141029470499,-0.0189944318644228,0.0907496802100273
