H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3
0.576007005813347,-0.217765597917947,0.429748869037449,0.409093879474102,0.507671497934818,-0.104984909105369
-0.0122733862513307,0.656253186487052,-0.0615887118751055,0.482657082560262,0.0767939902995742,0.571430462517852
0.117468001003493,0.343563811745414,-0.402445325126573,-0.455039715124238,0.691664916958759,-0.144018875815148
0.112585721909334,0.0976014244712806,0.613968958004985,-0.612085439406006,-0.014062984951028,0.475388454940828
0.489439669371619,-0.427765441168118,-0.521587473805341,-0.0846555357676654,-0.118835140372864,0.533032545191623
0.634066106373512,0.459743946269457,-0.0234334417020153,-0.103961777697114,-0.493611606178125,-0.362747958576234
