x
NA-H3K27ac_rep1
NA-H3K27ac_rep1
NA-H3K27ac_rep2
NA-H3K27ac_rep2
NA-H3K27me3_rep1
NA-H3K27me3_rep1
NA-H3K27me3_rep2
NA-H3K27me3_rep2
NA-H3K4me1_rep1
NA-H3K4me1_rep1
NA-H3K4me1_rep2
NA-H3K4me1_rep2
NA-H3K4me3_rep1
NA-H3K4me3_rep1
NA-H3K4me3_rep2
NA-H3K4me3_rep2
NA-NA
NA-NA
