PromEnh,PromOnly
MGAT4B,ENTPD2
MYBPHL,CCL15
ICAM4,LRRCC1
UCK2,MSL3
RFX8,SLC51A
FAM210A,SNAI3
CANT1,PSG9
EGFLAM,ANKRD53
SPTBN5,POLD3
TMEM229B,APOC3
IFNA14,HHAT
CWH43,CAPZA3
ARL1,BBS7
NPSR1,ZHX1-C8orf76
ECM2,IPO7
SLC35B1,ADIPOQ
NR2C1,MFNG
NHLRC1,PPP1R1C
MGME1,MAFG
LIN28A,CCDC102B
CAMSAP1,LTBP2
NUCKS1,YIPF6
FSTL4,EID3
FUT11,EIF2S3
AK1,KCNK9
PIK3CB,DRD2
KLHL8,SACS
RHCG,C20orf173
USP46,FIGLA
C1QTNF7,FGD4
SPG21,RNPC4
N4BP3,CLCN4
KLHL4,OLIG1
ELF3,SSPN
UGT2B11,KRT1
KRBOX4,MOBP
TRAF3IP3,ADAMTS6
MAP2,CHRNB2
DUSP22,CETN3
TBC1D30,NECAB2
LHX2,MAGEA1
SNX5,CPNE3
STARD10,RLN2
YARS2,NCOA6
IFT43,MPV17
FBXO16,TK2
SHOC2,GZMK
CEP170,ARL5B
FAS,TTBK1
GULP1,CA12
JADE1,COX7C
NAMPT,ARL13B
PDLIM1,CAP1
TMEM56,AGR2
PIGK,MON1A
TEX29,HMOX1
ERMP1,ODF3L1
BMPR1A,EHHADH
CCDC85C,PRPSAP2
CHST4,UTP20
C1QL2,SLC9A3
ERVMER34-1,LBHD1
KLHL30,NPB
FAM83A,PABPC1
NPR3,EYA4
USP53,C9orf153
WWC1,MORN3
PRR23B,CALCOCO1
TMPRSS3,TM4SF4
ATOH8,HIST1H3I
STAF65,BHLHE41
PAPPA,LMAN1
GPX2,TMEM57
NEO1,RGS19
PPP2R2C,CYSLTR1
C4orf48,SH3BP5
SLC22A2,FKBP3
PAFAH1B2,PTGER4
SLCO4A1,ILVBL
TMEM213,VSTM1
CXCR6,C8orf4
TMPRSS13,SIGLEC12
EID3,ADAMTS9
HTR5A,ARHGAP9
C1orf158,CLK1
CNTN5,PIGZ
DYRK1A,PNO1
RPRD1A,SMC6
C2CD2,GJC3
C4orf32,TIE1
CALD1,MDFI
IL36RN,RWDD1
RNF44,KRTAP3-2
RGSL1,CXorf57
ADAMTS18,DYRK1B
PRELP,PSMA7
ERRFI1,NUP153
KLF11,FAR1
TMEM61,FAM19A2
KLK8,CCK
RAPGEF3,AFP
YPEL4,PIK3R5
KAT6B,MAT2B
OPRM1,CGB8
TTC4,PYGB
KIF2A,FXR1
NRXN3,COQ7
RAB21,STAT5A
LAMP3,NCBP1
RGS9,UQCRB
APOBEC3H,ARRDC3
PPIP5K2,SCN4B
PPIL4,NMB
POMT1,FAM24A
C21orf33,REG4
C6,NPTN
COG8,LRTM1
NIP7,WT1
FAM101A,ARFIP1
CHAF1A,IL1F10
APH1B,COX17
CRYBA1,BPGM
ADCY5,FUNDC2
OPHN1,PCDHGA12
RSPH14,MYOF
CCNJ,NDC1
GLP2R,ZNF592
HSD17B3,ATP5L2
NT5DC1,DDX53
KLHL17,WFDC9
MTUS2,PMEL
ODC1,RIMKLB
SMAD3,RASAL1
CHST9,SRD5A1
GOLGA8N,DBH
CRACR2A,SNAP91
UBE2R2,FKBP5
NHSL1,ANKRD9
RSPH3,ADPRH
INSC,CA11
CARS2,PLCE1
ATF3,CGB1
SLC7A13,RGR
MS4A1,SFR1
FIBCD1,CCDC89
TSPAN15,TFE3
C11orf53,DNMT3A
RBM28,AC004381.6
INSM2,DLL3
ZNF474,CACNA1I
SLC10A4,KNDC1
LRRC6,PDIK1L
SCAMP5,C1QTNF4
ARG2,ASAP1
ACKR4,VSIG2
CTNNA1,MRM1
CWC22,C18orf63
UBXN10,FAM227B
SYT17,LCE1A
TACR2,TBC1D28
THAP9,EPS15
DNAJB11,PPP1R14D
ESRRG,SLC13A1
MRPS6,ZNF462
OSBPL3,KRT32
MB21D2,DYNC2LI1
TRIM69,NDUFA4
UPK3BL,CFAP61
NLRP10,MTNR1A
LDHB,CTSL
MATR3,VOPP1
SLC25A42,MAGEE2
TBC1D14,C2orf88
MISP,RGS10
GSG1,RPS27A
ZNF486,FAM209B
MLANA,ADAM23
KCNS3,CR1
ATP4B,EDN2
ERVFRD-1,CYTIP
AOX1,SLC4A1AP
CEBPB,KLF16
MANSC4,DBN1
CEP55,SEC22A
PLEKHB2,PODXL2
ADAMDEC1,SHBG
CCR6,ANKRD61
ANK1,CCDC14
STPG2,FOXC1
ENAM,KRTAP16-1
ST6GALNAC1,ADTRP
SEC24C,GLT1D1
TMEM79,EYA2
RASL12,SDHAF2
ADCY9,FAM71B
CREBRF,HUWE1
SERINC2,NKPD1
ORM2,MEGF9
NOL12,RHOXF1
SLC4A1AP,PAQR3
PIGB,MAGEC2
ADAM28,PGC
ENPP3,DCLK1
SHC3,CT47A1
RCBTB2,PRRT4
NCF4,TRABD
GLT8D2,AGAP6
ARF5,ADGRF1
TSNAX,COMMD1
KAT6A,SLC17A8
ENDOD1,IYD
PEX26,TIMM23
SMAD4,C11orf16
RAB33A,ESR1
ZDHHC20,ZW10
INTS1,CNPY1
HNRNPA2B1,ACSL3
MAP6,HDAC6
EEFSEC,KLHL22
SLIT3,PDCD1
RAB7A,ACTR1A
TYRO3,RPGR
ECEL1,ARHGEF16
ANKHD1,PEX11G
TBCCD1,DCX
WDFY4,TRIM45
ADCY1,PSMC1
CPM,HNRNPCL1
CD200,REN
ING1,SMARCD3
CFAP126,ADGRA3
FAM135B,PEBP4
CXADR,KRTAP13-2
ENTPD6,PRTN3
TMEM266,ARHGAP18
MTFR1L,C16orf74
RTTN,SELP
FCHSD1,RIBC1
PSMG3,SEPT11
POMZP3,GGT1
FOXL2,IER2
HCRTR2,ITFG1
IGFBP6,TIFAB
CYS1,ARHGAP4
ASCC3,AIFM2
CDSN,CMC4
PML,PARP2
LTA4H,RNASE4
DDX1,DENND4A
RNF145,GSTO2
ZBTB6,RDH11
ITM2B,AHCY
TATDN1,RUSC1
TCAP,HBP1
TNRC6C,CT83
SETD5,PTPN3
KIZ,RHBG
TUBB2B,SHFM1
LTK,HNRNPR
RPS4X,KIF3A
FBXO28,S100A14
MGAT3,ATOH7
YAP1,UBR1
PAIP2,PDE2A
PDPN,TEAD4
AKNA,RBMXL1
ASIC4,NT5DC2
DCDC1,NLRP3
WDYHV1,MEPCE
VEPH1,KCNH8
PSMG1,KRTAP10-1
LAMA5,SGF29
AADACL3,TMEM169
LY6E,DHRS12
MAPT,SCUBE1
ASB6,DRC3
COL10A1,C3orf52
OAF,MPRIP
CSRP2BP,TRIM59
FAM53B,EIF3C
RCC2,ANG
HMCES,EVI5
SPATS1,HEPACAM
IL33,TXN2
CNST,RANBP17
GLRB,SENP7
AHRR,SMCHD1
GAN,VSIG10L
FAM131C,SERPINA5
B3GALNT1,BDP1
NOLA2,IL17RE
ZDHHC3,TUBB4A
RPRM,ADCY2
ODF3L1,CFAP157
SMARCA2,SMIM21
RCN2,THOC1
TDGF1,BIVM-ERCC5
TPT1,FLJ12895
FAM47E,FCHO1
DREV1,TGFBR3L
TCP11L2,SEMA7A
COBLL1,SLFN12
TXNL4A,IL17F
SERPINB5,FER1L6
IQCD,CCNG1
DNASE1L2,PBX4
NTS,GRIP2
NKX2-5,PNPLA3
CDKL1,ONECUT1
PATZ1,DNAH17
MXD4,CELSR2
PPIL1,TADA3
CBX3,TMEM237
IER5L,RNF141
SAP130,ST3GAL1
EPB41L1,IL13RA2
NLGN1,FAM155B
TNFRSF10A,ENC1
USP34,PRIM2
KCNIP3,CCT2
SSBP3,SLC46A1
IGHMBP2,OMG
RMND5B,FILIP1
TMEM128,KIAA0825
CTDP1,ACHE
CD40LG,SMARCB1
MMP7,KCNB2
KLRG2,FOXN4
NOD1,COL3A1
FANCL,IGSF9
ZFYVE28,GEN1
RASL11B,GLUL
SLC29A4,COMMD6
HIP1,FNDC5
DNAH8,ITGB1BP2
STK40,FUK
EXOSC7,TTN
NDST2,NOTCH4
NPY,PGK2
YPEL2,LAX1
C18orf21,MYL2
GPR155,OLFML2A
ARRB1,DNMT3B
ANKRD12,HOXC13
LTN1,ANKS1A
CBLN1,PTER
DPH5,DYNLT1
NSG1,DGKQ
TSHZ2,TMEM19
FAM200B,TM4SF6
DDX54,LRRC3
ARHGAP19,SLC10A1
EWSR1,SOX13
HS3ST3A1,CCNA1
BARX1,CDK2
IFI27L1,CYP19A1
REM2,CCDC3
CUEDC2,SDHAF3
RAB36,KIF14
PC4,HESX1
PTGER2,ASCC3
CCDC175,SH3BP1
SH3BGR,SEMA3A
DNTT,PPP1R27
TRIM63,ZNF208
HOPX,MNS1
EIF4A2,C11orf53
ARHGAP27,MIXL1
SUB1,INMT
GALNT15,GRIK4
SMO,SUV420H2
AARD,PELO
TMEM9B,FADS2
SIM2,KBTBD13
MYOZ3,FAM43B
PSMD14,STX6
RITA1,INTU
ODF1,ZNF10
SMIM13,SUCNR1
MICALL2,RAD51AP2
SLC35G2,FTSJ2
NT5M,LRRC24
SCNN1D,CST11
GAL3ST2,POLD2
PRG3,RNPEP
USP22,AASDH
RFC4,OSBPL5
MRPL21,TNNC1
ARID4B,GOLGA6L2
SNX29,PPP1R14A
TBC1D15,RGS4
CNKSR1,NR2C2
LRP11,CASP4
TGOLN2,TGFB1
SRSF4,OSGIN1
RB1,CALCA
SLC25A29,DLG4
MANEAL,COL1A1
DPYSL4,TIMELESS
TNFRSF1B,NDST1
TGFBR3,DDAH1
CSE1L,TMEM178B
ATXN3L,SLC29A4
VPS4A,GLRA2
CARNMT1,CFP
TNRC18,DGUOK
REV3L,ZCCHC14
MPP6,FAM151A
FAM110A,TMEM109
ULBP2,CSNK2A3
TPCN1,GPR171
FEM1B,TCF12
ATP5A1,REEP1
GLIS2,MEST
EDARADD,RHOC
RASA4,RBM11
SPATA32,TTYH1
EPHB1,ADORA3
CRX,NCOA4
LRRC38,SYT1
NDFIP1,NBEAL1
IFT88,HAPLN1
CALHM1,LDOC1
FN3K,PTPRN
MRPS10,SLC5A5
ZBED5,GPR15
CDH19,STYX
DDX24,RPL8
RCAN1,TRH
BEAN1,SPATA13
DYNC1LI2,FAM21C
GTPBP4,BTAF1
ARSI,SLC38A11
CKMT2,GRB10
SNRPB2,ASIC1
S100A16,MED20
DDX53,EPB41L4A
PKDREJ,CFAP73
RFWD3,ESD
RP5-862P8.2,HEPH
TTF2,SMIM18
CYP2S1,ESX1
MLH3,C6orf89
RAC2,EGLN2
ATP2A2,DRAM1
BTBD3,NPHP1
ZDHHC23,SLC20A2
DLG1,BRINP3
HAND2,RSPH1
ASL,BUB1B
PLEKHG3,GLDC
TTK,ZMYND10
VWA1,SRSF11
HESX1,LDLR
STK26,OR1C1
EMX2,RPE
EIF4E,MNX1
C6orf1,LILRB2
TMEM56-RWDD3,IGIP
PAH,IL21
STK38L,RAB28
AQP8,RNF125
CD164,EEA1
BCL2L10,MAGOHB
POLG2,SLC18B1
USP16,DDI1
TP53I11,ENKUR
STK10,IL8
UBTD2,WISP1
APOA2,FREM3
CRISPLD2,SAXO1
SLC39A6,ITGA1
FAM3C,WFDC1
C21orf91,THEMIS
TMEM50A,ALAS2
HMGCR,WNK2
APOC2,ALKBH8
HEBP1,UBE3A
METTL13,THADA
ENPEP,UACA
FMOD,NMUR2
RHBDD3,BRIP1
MARC1,RMND1
ABHD4,EVPLL
ASF1A,MTRNR2L1
KPNB3,TFR2
SCAF4,DNAJC9
PABPC1,CHCHD2
FBXL4,IFFO2
ARFIP1,CBS
QTRTD1,COLEC11
SPINK13,SNAPC2
LRRN2,DTWD1
LUZP4,PTK9L
FAM107B,PRDM9
AARS2,MEX3D
KCNK1,GCNT2
MAPK13,PHOX2A
RPE65,FAM104B
PDCD1LG2,RASGRP1
SIRT5,DDR2
TAS1R3,HAPLN4
PLIN1,MEIS1
CHURC1,SEPT8
EFHD2,MESP2
DOCK7,CPSF7
TUB,OR2H1
SC5DL,RPL35A
TSNARE1,ZFAND3
C11orf70,CFHR2
RSG1,TMEM240
MBLAC2,CCBL2
CAPN7,INTS7
MRVI1,GDPD5
PRR36,CRELD2
MROH6,ASTN2
RSPO4,SLC45A1
IL1RAPL1,PRIMA1
TGM3,THRA
BLNK,RNF34
B4GALT5,SLCO1B3
IQGAP3,JMJD7-PLA2G4B
NFYC,EPS8L3
MDM2,ZBTB47
NAT16,ACTRT3
FAM171B,JMJD7
PTP4A1,ADAM15
ATG101,TEX26
SCARB2,PXN
GOLPH3,WDR92
RFX4,C4orf36
LYSMD4,CNTF
RNF225,DHRS6
KLF10,HLA-G
C16orf45,DDR1
ASCL1,MTCP1
FABP4,GPR82
ADAMTS7,LRRC69
NOV,COL6A2
ZBTB42,VIT
CLDN12,CBX5
FAM151A,KPNA1
RNASET2,CYP7B1
CHCHD1,CEBPA
PPP1R9B,SEZ6
ZNF281,SBK2
DSCAML1,CD274
LTC4S,PRDM6
CCDC92,SLC9B2
CELA2B,UBALD1
FRMD5,SLC25A52
ACSF2,HYPM
CELA3B,LUM
RNMT,SNX27
SERINC5,ZNF705B
PPM1A,MINOS1
JMJD4,MAP3K6
RDH14,SP8
GLP1R,CLTC
TBC1D16,CERS3
CHMP7,KIRREL2
OCIAD1,ATP2B2
CSF2RB,CASKIN2
CRH,ACVR2B
ARSJ,PAN2
RNF165,KRTAP25-1
SLC9A3,TRABD2B
ERVV-2,GTF3C1
ACOXL,ZNF649
HELT,RIOK3
GYG,TEX28
LCK,CITED4
NXPE3,CENPM
PPM1L,DUOX1
SIGLEC6,ASNA1
KRTAP5-11,POLA1
MRPS5,ARPC4
RFESD,ORMDL3
CTXN2,FLT3
LONP2,HCRTR1
RC3H2,SYNM
SNX30,DERL3
APOLD1,RMI1
FMNL3,HMX1
OCIA,NCKIPSD
C5orf28,SALL3
AIFM3,B4GALT6
MTR,CHMP7
C5orf42,ANKRD13B
HMGA1,DUOXA1
LMNTD1,SERHL2
FAM174B,BCL9
CNIH,ANKRD13D
ERAP1,S100A7
SRC,ZNF891
ACTR3,KDELC2
MTMR1,MTRNR2L3
LMAN2L,MAFA
TDG,CPVL
PDCD4,SV2B
PAM16,RGSL1
ZC3H7A,C4orf19
PQLC1,AUTS2
GEN1,PRG3
OVOL2,MMP26
CCDC112,PAX8
GUSB,SPZ1
ZNF618,FAM46C
PAX2,SCMH1
KCTD3,DACH2
ANKRD23,ABHD3
SPATS2L,SPEF2
TADA2B,RBM27
RIOK3,USP1
SLC16A10,STAM2
ZCCHC6,ID3
DEGS2,ZNF548
AKR1D1,ZNF486
PPARG,KCNU1
HAND1,ABCA8
C1QTNF2,PILRA
RBFA,PCDH19
RUNX3,BOLA2B
KIAA1958,FAR2
GNS,TMED3
COL1A2,METTL4
ANKRD65,SLC7A7
TNS2,YTHDF3
TTC30B,CNOT10
ANXA2R,SP5
CYCS,CT55
LGR4,ZNF143
CACNB1,SLF1
SMAD5,MAPKAPK3
IGLL1,HSPH1
FAM208A,SLC22A12
SLC33A1,FBXO16
STAG1,ZFYVE28
PPCDC,ERI2
DHRS3,TTC39C
SIVA1,TBPL1
SPIN3,DND1
SLC7A10,TTPAL
GCA,LETM1
TEX35,B3GNTL1
PROSER1,ZBTB17
CLMP,ZNF714
PLIN4,LGI4
KRT80,PLG
FAM207A,STARD7
MYL12A,SSX3
RAB3IP,PKIG
AREG,KCNJ15
FAM50B,RPL39
FAM81A,PALM2-AKAP2
VEGFA,IGF2BP2
KCNA1,MYO9B
PTCH1,TLN2
GARS,SH3TC2
AP1AR,DAPK2
IVL,XIRP1
ELP2,SV2A
RIMS3,CENPK
SBDS,ZFYVE26
ZNF519,ZWILCH
ALKBH4,MAP1LC3C
TRMT10A,DEPP
BLM,AP4S1
LEMD1,ZSWIM4
RPS27A,MAP2K7
CSPG4,THRAP3
ELFN2,C1orf185
WNT3,EPHA3
TMEM189,DEFB107A
IFNE,NOCT
LACTB,PAPL
MYH9,KDELR3
ICMT,KRT26
CYTH1,NDC80
P4HA3,CXorf23
HMHA1,WTAP
RNF6,ARHGAP40
PRKD3,LILRB4
LAX1,B4GALT2
CYSLTR1,H1F0
MORN4,DOCK2
SGTB,LYPD4
PDGFD,FCN3
IRAK1BP1,CD83
ADNP2,PRL
FSTL1,KRT31
AP1S2,FAM173A
CAPZB,RFX6
FLJ10769,ZNF304
CCDC140,PHF7
PSG1,C14orf1
HPCL2,TUBB5
ITGB7,SPINT3
TG,CFHR5
JADE2,GABRR1
C18orf25,GFI1B
THEM4,DAB2IP
RAB19,ESAM
EIF1B,SYTL3
MAP3K5,UXT
TMEM45B,TFCP2L1
LAMC1,THOP1
CHRNA2,PAQR4
HABP4,METAP1
METTL9,TTC9
OXSM,CAMTA1
MAFK,PON2
HSPBAP1,DYRK3
IL1RL2,ANKRD20A1
IL10RA,DHX36
ATP2C1,SLC9A9
ZC2HC1B,CDH7
LMO1,UBALD2
TMEM189-UBE2V1,MLANA
PHKB,GPATCH2L
NME1,RAB13
FBXO30,CHAC2
BBIP1,HPCL2
HGD,PAGE4
MYO18B,ZNF843
SOX5,SMU1
GMPS,TECRL
PTAR1,SEMA3G
VIT,PPM1M
KLHL3,SLC6A12
DRICH1,DOCK11
PDE5A,CD3E
NGLY1,HLA-DQB1
EVI5L,CBARA1
LYL1,HIST1H2AD
ABCA9,TNFRSF6B
HAUS1,RPN2
PRSS1,CSNK1A1
TNFRSF25,TTLL5
ABHD12B,CDC7
TMEM63B,MOAP1
CLIP2,NFATC1
CNRIP1,DES
FAM206A,PYCARD
RPS27L,H2BFM
ZHX1-C8orf76,NME3
PRKAB1,GPHB5
CHST15,WDR48
ACTB,DEFB108B
LRWD1,C6orf1
POLR2J,TMOD1
GRPEL1,TPM2
PLSCR2,SPATS2L
ROPN1L,UGT3A2
EML1,PES1
LIPF,EEF1A2
C18orf63,ASCL1
TRIOBP,PFKFB3
ACTR10,DKK1
GREB1,MRPL20
ARHGEF17,LYVE1
CPNE7,PTCD3
CEP295NL,C1orf158
TIGD6,SRF
INIP,MYOG
FAM179A,TMEM230
PLPP6,MYOZ1
CBFA2T2,WDR11
SLC28A1,SCFD1
XG,SALL2
HMGXB3,COPB1
MRGPRE,EOGT
C3orf20,KANK1
DNAH17,DSG3
PGGT1B,CLIP2
GYS2,FBXO11
XPO4,MMS22L
OPALIN,ERGIC2
SRSF8,TMTC1
CDK6,ATN1
RPF2,RBMX
TBPL2,TERF2IP
CCDC96,FHOD3
TMP21,SLC17A4
RBPJ,HTR1E
FXYD2,LPL
IL4I1,KIF2C
PCYOX1,N6AMT1
INTS9,CORO1B
HSD3B2,STYK1
MYO5B,USP16
PNMT,FGFR1OP
TNRC6A,COL9A1
ASIC3,SART3
MPC1,ALDH3A1
ASXL1,PRB1
C11orf49,PCDH20
TIMP1,INSL4
FAM166A,METTL14
TRPV4,SYT4
INA,CCNC
GJA3,HMGCR
MRPL14,HOXB3
KRT14,ECSIT
DCPS,DLG3
C12orf50,PZP
TM2D2,IGF2BP1
CNGA1,PNLDC1
GEMIN5,SLC41A2
FBXO42,COL12A1
SGK2,EPHX1
E2F5,CCRL2
GLB1L2,MAGEA12
RAB29,CHD3
PPP2R3A,PALLD
RNF175,ZNF260
TEK,TACR1
ASB15,MAML3
SLC7A5,UNC5D
MXRA5,FGD3
EIF4G2,DNAJC22
PHB,UPRT
IRAK2,TMEM192
KCP,DIS3L2
SEPT9,NTN1
DNAJB12,DEFA1B
SYNGR2,FSCN3
ADRA1D,RAB3B
TMX4,MTF1
USP10,PLCZ1
LFNG,PCDHAC2
SIAT4C,SEC22B
TRIM67,KEAP1
LYN,TRPM2
RAET1G,ZFP36L1
LEXM,TFAP2A
PSTPIP2,FMO3
SNX31,PCDH12
DHCR24,USP8
SERTAD4,ING3
RPL39L,TAS2R4
DNASE2B,IQSEC2
PIWIL3,RBMS2
SDF2L1,BBIP1
ANKRD42,NRD1
WIPI2,STAT2
IL20RB,CCDC116
OTOGL,TMEM39A
PPP1R1C,CRY1
NBEAL2,SERPINI1
GAS2L2,C20orf195
ITGA2,UFSP1
HSPA9B,HDX
C20orf196,LDLRAD2
C11orf96,DAAM2
CPLX1,RIMS4
GTF2E2,MTNR1B
IGSF6,ZNF585B
ADCY8,MESDC2
OXCT1,APLP2
AR,MRPL13
DUSP8,MAK
SACS,PTGIR
IL9,SLC47A1
NUAK2,CENPW
SGK3,JOSD1
HINT3,PDP1
TMEM14A,TMEM220
SPINK9,SF3B1
GPC6,ATP1B3
SPDYE1,SELENBP1
TEKT3,SMIM1
CAB39L,DNAJC10
PARN,ROR2
RARG,TWIST2
EIF2S3,C10orf107
FXYD1,NEK1
RHCE,HEPHL1
FERMT2,PTPRD
MPHOSPH8,DEGS2
CCDC174,PSMG2
RPL37A,DERA
TMEM9,C1orf115
ZFYVE1,SHISA4
PTAFR,ABHD18
TMEM217,CKMT2
ST6GALNAC3,PPIP5K1
RANBP9,GNG3
PLK2,PLXDC2
SMP1,SLC4A7
HHIPL2,SEPT3
GADL1,ATP13A4
TMEM2,SPATC1L
FOXL2NB,NFATC4
MC1R,DKK4
TIMP2,LMOD3
SLC9C1,CDC37
NPM1,SPHAR
DHRS9,OXT
RETSAT,PLCG1
CPEB3,MREG
MEP1B,PTPRO
TMEM218,CAT
HIPK3,TRIM3
PSMA2,POLR1A
SPAG9,TMP21
PDK4,IL31
CTHRC1,CCND2
CEACAM1,SIGLEC1
MUC5B,PGPEP1L
UBE2D1,LYN
COMP,PDS5A
SF3B5,MAPT
PLAC8L1,OTOF
METTL20,KCTD20
ARRDC4,FAM227A
ANGPTL3,TEX19
TRIM62,IFNL1
DOCK11,HDAC11
C1orf52,FGFBP3
ZNF572,NR1H4
HOOK3,UPF2
DGKG,RASSF2
TM2D1,CIDEB
COA6,TRIM32
SLC22A3,AP1G2
GPN1,CCDC66
GPCPD1,WDR86
LRRC10B,PRAMEF1
TFDP3,OLIG2
CTRC,LTV1
VSTM2L,CACNA1G
KNSTRN,HIST1H1E
AHDC1,DBF4B
NUAK1,OR9A4
CDCA4,NPC1
METTL4,MFSD10
C2orf81,PKD1L1
PARS2,LETM2
ABCB11,PKMYT1
C8orf34,VPRBP
WNT9B,PRR34
COLQ,CCDC91
TMEM132C,UNC5C
COMMD7,ITCH
SLC35B3,CTSG
ACSBG2,ZNF367
ADGRB2,MSRB3
HECA,TIMM13
SMCHD1,NDUFV2
FBXO15,FBXO15
FAHD2B,CRISP2
ARPIN,TNFSF12-TNFSF13
TUBGCP5,PIFO
NDC80,HECTD3
PAMR1,RNH1
GPR150,APC2
EXOC3,GPR65
BFAR,AGAP5
C15orf38-AP3S2,GOLGA8H
LRRC25,DDX19A
HSD3B1,H2AFV
ZNF143,ME3
SERBP1,PNPLA7
PPP1R3A,PGPEP1
BIRC2,SIMC1
NPTX2,NELFB
ZSWIM8,XRCC4
SOCS3,RUNDC3B
GLB1L3,CDH17
TPH2,TMEM26
FAM24B,DZIP1
CERS6,TAF13
TRPC5,MT3
ELMOD3,PDCD11
DPP10,DOCK9
NDUFAF6,MPP5
ARF6,TFRC
TMEM72,PDILT
CTR9,EMC10
CD101,PDK3
CDC37,NAB1
SVOPL,GPR141
RGPD4,EGR3
RAB40B,NPIPB6
HTRA4,ALG10
NLN,MAF
HEY2,CNIH2
TXNDC11,RHOB
KCNJ6,ANKRD18B
TMEM177,STAG3
NECAP2,PPP1R17
ZNRF2,FN1
KIAA1211L,KCNT1
C2orf82,TLX1
EPB41L5,TPTE
SCHIP1,OSBPL9
CLDN3,RASGRP2
LTV1,PLXDC1
RIMS2,RCAN2
APOBEC4,TLCD2
SHISA6,ADGRF3
KIF6,RABGAP1L
CCNYL1,ZNF706
C5AR1,RETNLB
B3GNTL1,PANK4
ACSBG1,RBM39
ROBO1,PIGU
EED,ELMOD2
C16orf78,SCARA3
NAPSA,IRS1
KCNJ12,LRRC75A
FRMPD2,IGLON5
PHF19,ITIH6
GADD45A,LARS2
NKD1,RILP
ZFP37,SF1
FKBP14,ASUN
TWISTNB,RAB23
HPS3,BNIP1
MCM8,HIST1H2AH
KCNK12,MRPS34
ITSN2,TM6SF2
VAMP4,FBLN2
EEF1E1,CTNNB1
ZNF469,NARF
TTC27,TRIM10
GGCT,PRSS50
CATSPER3,ARID5B
PGAM2,KNTC1
S100A10,TLX3
RBBP8NL,FRMPD2
PRMT7,POMZP3
NXPH2,SLC12A4
HSPG2,PPWD1
LRP6,NFYC
ABCA10,PARS2
COL8A1,SPIRE1
FBXL18,AEBP1
BRD7,ANKS3
TMEM59L,CRIP3
PNPLA5,MLC1
SLC12A1,NFRKB
PTPRH,SMIM3
RFX7,ZMYND8
PSIP1,ZNF583
SPEG,CAPN15
CSF1R,PRKACG
HSPB7,EPYC
CLDN15,BAAT
C12orf56,CNOT1
PIP5KL1,CXXC4
B4GALNT2,SHROOM1
USP7,TRAK2
CALML5,IST1
UGGT2,UCMA
COPB1,MRPS15
WNK2,RANBP10
ZAR1,ZNF781
TREML2,COX7A1
OPCML,TPSD1
USP44,SLC41A3
GRIN2A,UXS1
PDE6G,TIMP3
MUM1L1,OR51E1
LGALS2,PMFBP1
TAGLN,MYH3
STOML3,MTBP
NRG3,PDZD7
SOCS6,VBP1
SLC6A7,PPHLN1
CCDC150,EVI2A
MAP3K6,PTPN6
CLHC1,TMEM133
YIPF5,HNRNPA2B1
LSM6,SNRPD3
CTAGE15,GLOD5
CCL22,PIGA
UBQLN1,CCDC144A
ZNF493,KIAA0355
IL13,PHLDA2
DMRTB1,DDIAS
IL18RAP,STK35
TMC7,PRR5
KPNA1,KRT25
MASTL,SERTAD4
LCN2,CLNK
FAM120A,GGT5
ZFYVE27,ACOT12
ZDHHC4,KARS
TNFRSF10D,IRF6
CDKN1C,NEFH
BTD,MCM9
NUDT3,MTX2
TOR3A,FAM84B
CNOT11,GSE1
ATG3,BTNL9
IGFL4,SLC52A2
ABI1,RSPH9
TMEM165,OLFML2B
E2F8,TRIM16
GAB1,ZNF214
CDKN3,DDRGK1
SLC20A2,C2orf72
BCO1,ZNF121
NACAD,WIPF3
CEBPA,AMH
RGS2,DEPDC1
HLTF,SPTBN4
VTI1B,DGAT1
ARPC5,GHITM
ADCK1,NUP50
SEC62,CDH16
SLAIN2,CYP11B1
FCN3,C2orf73
MCM3,ACVR1C
PRKACG,PHF6
PCTP,LAMA2
IKBKAP,OTOS
BATF,MGAT4A
TSPAN18,USP50
COL4A4,ERMAP
TIA1,ZNF667
YJEFN3,AQP10
EBF2,SF3A3
GDPD5,HCFC1
YIPF6,ANKRD66
PDE4C,AFMID
TBCA,NSL1
COQ7,CCDC79
LIMA1,OGG1
IL1RL1,CCR5
COX5A,SLC2A2
SLC6A18,NOS1
RAB20,LCE2B
MRPL52,NSUN2
TMEM106C,KRT85
RPL17,NRAS
DNAJA3,CNTNAP5
PLEC,GALNT1
RPL17-C18orf32,IDH3A
SDHA,ARHGAP35
SCARA5,TNFRSF10D
PTPDC1,ADAM8
KBTBD13,SERPINB8
FRRS1,LSMEM1
CRYGB,RTP3
TRMT6,KIAA1522
ST3GAL6,S1PR2
TMEM158,CCDC7
NHLRC3,PIH1D3
ZNHIT6,HMGA1
RASA1,PCDHA11
C1QTNF6,DDX23
ST3GAL4,PLD6
BRSK2,ERICH5
ASIP,TRPC7
FAIM2,DOK4
EDN3,CREBZF
YWHAZ,ZCRB1
IGFL3,POLR2J3
CHDH,CERKL
COL1A1,SPTB
SLC6A13,CER1
RUVBL1,STXBP5
LAT2,IBSP
CXCL2,CDK11B
RASD2,C11orf88
ZNF710,TNFSF12
NUCB2,FAM107A
TMEM132D,ZFP2
LOXL4,PAK1IP1
POLA1,WNK4
ANKRD26,KLHL5
C17orf98,LEMD3
HEYL,STAC3
