K4me1,K4me3,K27me3,K27ac,Meth
-0.684131571440998,-0.274426424928837,0.152784799586017,-0.650307924584381,-0.102032046420052
-0.102374413510435,-0.0898326929975418,-0.986726777495008,-0.0878296007518817,0.01028564695516
0.668345046381689,0.0655807996119609,-0.00902696846844459,-0.739650447098799,0.0430091577007732
-0.100832496190128,-0.01985650466149,0.0257793049604396,-0.0354030249864429,0.993740700682156
-0.254226629417909,0.954947696219259,-0.0477599504376225,-0.145084135531339,-0.0106442064832588
