x
H1-H3K27ac
H1-H3K27ac
MSC-H3K27ac
MSC-H3K27ac
H1-H3K27me3
H1-H3K27me3
MSC-H3K27me3
MSC-H3K27me3
MSC-H3K27me3
H1-H3K36me3
H1-H3K36me3
MSC-H3K36me3
MSC-H3K36me3
MSC-H3K36me3
H1-H3K4me1
H1-H3K4me1
MSC-H3K4me1
MSC-H3K4me1
MSC-H3K4me1
H1-H3K4me3
H1-H3K4me3
MSC-H3K4me3
MSC-H3K4me3
MSC-H3K4me3
H1-H3K9ac
H1-H3K9ac
MSC-H3K9ac
MSC-H3K9ac
H1-H3K9me3
H1-H3K9me3
MSC-H3K9me3
MSC-H3K9me3
MSC-H3K9me3
MSC-H3K9me3
H1-NA
H1-NA
MSC-NA
MSC-NA
MSC-NA
MSC-NA
