PromEnh,PromOnly
SNX9,TNNT2
MYZAP,TMC8
PSMG4,DSC2
CCNK,APC2
MAPK10,EDIL3
THEM4,KIF5A
C17orf96,ARG2
GSPT1,GSPT2
ARC,MRPL16
MXI1,CSMD2
TEX37,LRRTM3
ADCK3,QRSL1
GRIK2,SHF
TRIM29,VWA8
ZBTB44,STC2
MKRN3,BCL2L14
RGS6,EPHA6
FBLN1,POU2F1
KIF5C,SFXN5
SYNM,DTX2
SPUVE,POU3F2
FCN1,IGDCC4
KIAA2012,HOXB1
MTHFD1L,MMAA
SCML4,PLEKHG5
HSD17B12,PER1
CACNG1,RSPH10B
TMC6,ATP8B3
GSAP,C15orf41
KCTD12,NUP35
NEBL,SPIDR
ZBED8,GRID2
HELB,UNC5D
DDX1,TCIRG1
GJA1,EFNA5
IGSF21,MPP2
NR2F1,RHOBTB3
GNG12,THPO
CSTF2T,SLC1A4
SLC4A8,TC2N
NADSYN1,DMWD
ZC3H7A,GRPR
RPS6KA2,COG5
TRIM62,AFF3
PSMB1,SEPT4
MACC1,BRF1
STX8,PLD2
GPR12,TUSC5
RPL31,MAT2B
ADCK2,CSF3R
NTPCR,SYT8
SEC61G,PPP5C
RMI2,GCHFR
APH1B,MIP
C3orf14,MMP14
KIAA1644,FGFR4
FGGY,TMEM63A
SIPA1L1,MECOM
ANKRD10,TMEM102
PITPNM3,DHX36
APLP1,PPFIBP2
B3GNT7,IRF1
RIMS2,LRRC47
AK4,MRPS35
ANKRD55,HEY1
CLLU1,HMG20B
GNAS,LRRC23
PLPP1,TEKT2
NKX2-2,TRIM56
PDE3A,ALKBH2
PARD6B,TNIK
SLC2A5,CHIC1
ZNRF3,APLNR
GALNT2,CMKLR1
MTNR1A,SCN9A
SYNPO,PDCD2L
CAMTA1,CLDN3
RAI14,PRDX4
SDC3,DDT
SERTAD2,NFXL1
GALNT18,MFAP5
SLC25A33,RAB27A
SERINC5,TSHZ2
PPP1R15B,SH2B2
FLVCR2,ETNK1
CFAP52,EFNB3
ZBTB38,FAM84B
P2RY6,PRR7
RBM34,INSC
WARS,NTN3
TBATA,CXXC4
LDLRAD4,ANKFN1
ACBD3,DYRK1A
WAPL,SH3YL1
LMO3,ARHGEF5
OAT,FBXW7
TMEM211,AKAP2
ANGPTL7,MYL3
S1PR1,MLLT4
NR2C2,AMIGO3
FGF1,SLC2A5
SORBS2,BLOC1S5
CLN6,HIST2H2AA3
SYNJ2,RAB3A
SEL1L3,CLASRP
FNDC3B,RTEL1
PLCD1,CGNL1
ZNF296,CMC1
WDR60,GNAL
ADSL,BRI3BP
AP3B1,TRMT2B
CYB5R3,SLC35F2
TIGAR,PACS2
CPXM2,USP43
FAM155B,SLC25A12
NEGR1,ERICH6B
GALNT6,ELOVL7
RISC,IPO8
