PromEnh,PromOnly
GSE1,TSHB
CNIH,TSPAN2
CCDC93,NGF
PTPRN2,VANGL1
FAM49A,CASQ2
RDH10,NHLH2
CLN8,SLC22A15
GEMIN6,MAB21L3
OR2S2,ATP1A1
SLC2A9,CD58
HSPB3,IGSF3
CHST3,CD2
KANK1,PTGFRN
PRCP,CD101
SAMHD1,TTF2
NAV2,TRIM45
KLF11,VTCN1
ERCC6L2,MAN1A2
SLC9B1,FAM46C
BCL7A,GDAP2
SULT1B1,WDR3
SERTAD2,SPAG17
FARS2,TBX15
PAM,WARS2
SMAD6,HAO2
ZC3H12D,HSD3B2
GFOD1,HSD3B1
PPTC7,ZNF697
FAM156B,PHGDH
NFX1,HMGCS2
ZIC2,REG4
CLIP2,ADAM30
ABTB2,NOTCH2
ATXN2,FAM72C
YES1,PPIAL4A
RPL3,PDE4DIP
C15orf39,SEC22B
SIX3,NOTCH2NL
PARD6B,NBPF10
ESD,HFE2
TEX43,TXNIP
H2AFY,POLR3GL
SNX19,ANKRD34A
UBE2V2,LIX1L
ANO1,RBM8A
RYR1,PEX11B
RRM1,ITGA10
RREB1,ANKRD35
SLC25A25,PIAS3
COPZ1,NUDT17
RAB7A,POLR3C
EPB41L2,RNF115
NAP1L4,CD160
SCML4,PDZK1
TPM1,GPR89A
MEGF6,NBPF12
ARC,PRKAB2
MAGI1,FMO5
SLC39A11,CHD1L
WNK1,BCL9
MRPS6,ACP6
KLHL25,GJA5
SLC29A4,GPR89B
DHX8,NBPF11
STAU2,PPIAL4F
PMAIP1,NBPF9
SFRS7,NBPF15
NEBL,FCGR1A
C7orf73,HIST2H2BF
NARS2,HIST2H3D
DOPEY2,HIST2H4A
DUSP6,HIST2H3C
S100A16,HIST2H2AA3
MYH9,HIST2H2AA4
UGDH,HIST2H3A
ANAPC1,HIST2H4B
IFNK,HIST2H2BE
ATP10D,HIST2H2AC
PRDM4,HIST2H2AB
SLC12A2,BOLA1
MAOA,SV2A
ATP6IP2,SF3B4
HLA-E,MTMR11
TRIM8,OTUD7B
ARGLU1,VPS45
RMI2,PLEKHO1
NRROS,ANP32E
ERI1,CA14
PPID,APH1A
SLC25A13,C1orf54
TNRC6C,CIART
PHACTR3,MRPS21
RMDN2,PRPF3
SLC22A4,RPRD2
LRRC59,TARS2
C10orf105,ECM1
TSPAN5,ADAMTSL4
CACNG5,MCL1
ACSS2,ENSA
OSBPL8,HORMAD1
SLC7A1,CTSS
TCF7L1,CTSK
B3GAT1,ARNT
ITGA4,SETDB1
PIK3R1,CERS2
PPP3CA,ANXA9
SH3PXD2A,FAM63A
AKAP6,PRUNE
HPGDS,BNIPL
GMFB,C1orf56
SOWAHA,MLLT11
PIEZO2,CDC42SE1
MRPL15,AF1Q
RAD18,GABPB2
LRCH1,SEMA6C
FEZ2,TNFAIP8L2
SH3BGR,SCNM1
RAC1,LYSMD1
CCDC177,TMOD4
COL4A2,TCFL1
CELA1,PIP5K1A
WASH1,PSMD4
NCOA3,ZNF687
QDPR,PI4KB
MAPRE2,RFX5
MOB3B,SELENBP1
LITAF,PSMB4
MOCS2,POGZ
ASPH,CGN
PRG1,TUFT1
TMEM178A,SNX27
TMP21,CELF3
TTR,RIIAD1
RIC3,MRPL9
PTS,TDRKH
DLGAP1,RORC
RAP2A,THEM5
ADCY2,THEM4
CYCS,S100A10
ZNF484,S100A11
WBSCR28,TCHHL1
GRID1,TCHH
RNF32,RPTN
PTK2B,HRNR
MICAL2,FLG
CRYGD,FLG2
MTSS1,CRNN
FAM86B2,LCE5A
DUSP7,CRCT1
NEK2,LCE3E
TRAPPC10,LCE3D
MRPS10,LCE2D
